time,id,temp,hum,PM1,PM2.5,PM10
2021-03-22 06:00:16 CET,1013,4.2,69.7,5.03,15.23,26.38
2021-03-22 06:05:17 CET,1014,4.2,69.5,9.88,21.37,33.42
2021-03-22 06:10:17 CET,1015,4.1,70.1,4.04,4.45,4.45
2021-03-22 06:15:17 CET,1016,4.1,71.1,13.49,22.88,32.1
2021-03-22 06:20:17 CET,1017,4.2,71.8,7.29,11.3,15.06
2021-03-22 06:25:16 CET,1018,4.2,70.5,9.53,18.96,28.69
2021-03-22 06:30:19 CET,1019,4.2,71.0,6.63,10.64,14.47
2021-03-22 06:35:16 CET,1020,4.2,71.0,8.49,11.77,14.54
2021-03-22 06:40:16 CET,1021,4.2,70.9,10.77,11.87,11.87
2021-03-22 06:45:16 CET,1022,4.2,70.6,5.39,5.93,5.93
2021-03-22 06:50:16 CET,1023,4.3,70.1,8.75,9.64,9.64
2021-03-22 06:55:16 CET,1024,4.2,70.5,5.39,5.93,5.93
2021-03-22 07:00:16 CET,1025,4.3,70.2,6.73,7.42,7.42
2021-03-22 07:05:16 CET,1026,4.2,70.6,8.08,8.9,8.9
2021-03-22 07:10:16 CET,1027,4.2,70.1,11.44,12.61,12.61
2021-03-22 07:15:17 CET,1028,4.2,69.9,7.0,13.18,19.47
2021-03-22 07:20:17 CET,1029,4.2,70.4,8.37,14.86,21.34
2021-03-22 07:25:18 CET,1030,4.3,70.3,6.06,6.68,6.68
2021-03-22 07:30:16 CET,1031,4.2,70.1,10.12,19.14,28.34
2021-03-22 07:35:16 CET,1032,4.3,70.0,12.12,13.35,13.35
2021-03-22 07:40:19 CET,1033,4.6,69.5,9.66,23.79,38.9
2021-03-22 07:45:17 CET,1034,4.6,69.5,14.36,17.1,18.58
2021-03-22 07:50:17 CET,1035,4.7,69.0,9.36,17.81,26.44
2021-03-22 07:55:17 CET,1036,4.8,68.7,10.9,20.63,30.55
2021-03-22 08:00:17 CET,1037,4.5,69.3,5.39,5.93,5.93
2021-03-22 08:05:19 CET,1038,4.8,68.6,11.88,19.53,26.95
2021-03-22 08:10:16 CET,1039,4.8,68.6,10.56,18.23,25.83
2021-03-22 08:15:16 CET,1040,4.9,68.4,6.5,9.75,12.73
2021-03-22 08:20:16 CET,1041,5.0,68.1,8.08,8.9,8.9
2021-03-22 08:25:16 CET,1042,5.1,67.9,6.43,13.16,20.14
2021-03-22 08:30:16 CET,1043,5.0,67.7,6.22,11.74,17.35
2021-03-22 08:35:16 CET,1044,5.0,67.7,8.02,12.41,16.52
2021-03-22 08:40:16 CET,1045,5.2,66.8,14.57,26.45,38.42
2021-03-22 08:45:16 CET,1046,5.1,67.6,8.31,14.44,20.51
2021-03-22 08:50:16 CET,1047,5.0,66.8,8.14,13.28,18.23
2021-03-22 08:55:16 CET,1048,5.3,66.1,9.57,27.09,46.13
2021-03-22 09:00:16 CET,1049,5.4,65.6,10.45,17.49,24.37
2021-03-22 09:05:16 CET,1050,5.4,65.9,8.94,10.94,12.2
2021-03-22 09:10:16 CET,1051,5.4,65.9,10.98,21.14,31.55
2021-03-22 09:15:16 CET,1052,5.3,65.1,11.6,29.38,48.48
2021-03-22 09:20:16 CET,1053,5.2,65.5,10.19,19.61,29.25
2021-03-22 09:25:17 CET,1054,5.3,66.9,5.05,11.46,18.24
2021-03-22 09:30:16 CET,1055,5.4,65.7,5.71,8.17,10.33
2021-03-22 09:35:16 CET,1056,5.2,65.9,4.87,14.14,24.23
2021-03-22 09:40:16 CET,1057,5.4,65.3,8.78,25.51,43.73
2021-03-22 09:45:18 CET,1058,5.4,64.5,7.14,14.15,21.38
2021-03-22 09:50:16 CET,1059,5.5,64.5,5.39,5.93,5.93
2021-03-22 09:55:16 CET,1060,5.7,64.3,13.29,21.46,29.31
2021-03-22 10:00:16 CET,1061,5.9,63.2,5.93,17.54,30.2
2021-03-22 10:05:16 CET,1062,6.0,62.0,5.41,10.02,14.69
2021-03-22 10:10:16 CET,1063,6.0,62.3,9.98,25.99,43.23
2021-03-22 10:15:16 CET,1064,6.0,62.5,4.53,11.75,19.53
2021-03-22 10:20:17 CET,1065,5.9,62.5,5.13,8.07,10.85
2021-03-22 10:25:17 CET,1066,5.9,61.7,9.66,19.85,30.44
2021-03-22 10:30:16 CET,1067,6.0,61.5,8.22,13.81,19.28
2021-03-22 10:35:17 CET,1068,6.1,61.3,3.1,5.77,8.48
2021-03-22 10:40:16 CET,1069,6.3,60.5,4.71,5.19,5.19
2021-03-22 10:45:18 CET,1070,6.3,59.5,11.12,33.89,58.79
2021-03-22 10:50:16 CET,1071,6.3,59.5,8.71,25.06,42.85
2021-03-22 10:55:16 CET,1072,6.3,59.1,8.35,10.8,12.63
2021-03-22 11:00:16 CET,1073,6.2,59.4,10.79,27.71,45.91
2021-03-22 11:05:16 CET,1074,6.3,59.4,8.55,12.16,15.32
2021-03-22 11:10:19 CET,1075,6.5,56.8,10.7,23.14,36.19
2021-03-22 11:15:17 CET,1076,6.6,56.8,5.04,11.4,18.13
2021-03-22 11:20:18 CET,1077,6.7,55.8,4.24,13.68,24.05
2021-03-22 11:25:16 CET,1078,6.7,55.8,11.01,21.35,31.96
2021-03-22 11:30:16 CET,1079,6.8,55.2,8.74,17.38,26.3
2021-03-22 11:35:16 CET,1080,7.0,54.4,4.11,8.83,13.79
2021-03-22 11:40:16 CET,1081,7.4,51.0,8.18,17.46,27.19
2021-03-22 11:45:16 CET,1082,7.6,49.1,1.17,4.2,7.54
2021-03-22 11:50:16 CET,1083,8.4,47.5,9.15,20.25,31.96
2021-03-22 11:55:16 CET,1084,7.8,49.4,6.31,16.25,26.96
2021-03-22 12:00:16 CET,1085,7.5,50.7,4.23,9.7,15.5
2021-03-22 12:05:16 CET,1086,7.3,51.0,3.36,11.51,20.49
2021-03-22 12:10:18 CET,1087,7.1,53.2,6.06,6.68,6.68
2021-03-22 12:15:16 CET,1088,7.1,53.2,2.34,4.43,6.57
2021-03-22 12:20:16 CET,1089,7.0,54.8,3.37,3.71,3.71
2021-03-22 12:25:16 CET,1090,7.0,53.9,8.9,14.56,20.04
2021-03-22 12:30:16 CET,1091,6.9,54.0,2.38,4.7,7.1
2021-03-22 12:35:16 CET,1092,7.0,53.4,0.67,0.74,0.74
2021-03-22 12:40:16 CET,1093,7.0,52.7,3.71,6.09,8.39
2021-03-22 12:45:16 CET,1094,7.0,52.2,3.49,8.49,13.84
2021-03-22 12:50:16 CET,1095,7.1,51.9,5.38,9.79,14.23
2021-03-22 12:55:16 CET,1096,7.2,51.1,4.88,6.35,7.46
2021-03-22 13:00:16 CET,1097,7.2,51.4,2.85,8.01,13.6
2021-03-22 13:05:16 CET,1098,7.4,50.4,0.67,0.74,0.74
2021-03-22 13:10:16 CET,1099,7.5,50.5,2.34,8.39,15.07
2021-03-22 13:15:16 CET,1100,7.5,50.7,5.29,9.22,13.12
2021-03-22 13:20:16 CET,1101,7.4,51.4,4.71,5.19,5.19
2021-03-22 13:25:16 CET,1102,7.3,52.5,2.21,7.45,13.22
2021-03-22 13:30:18 CET,1103,7.2,51.6,10.35,20.75,31.5
2021-03-22 13:35:17 CET,1104,7.2,51.6,4.24,9.77,15.63
2021-03-22 13:40:17 CET,1105,7.3,51.0,1.81,4.69,7.8
2021-03-22 13:45:17 CET,1106,7.3,50.5,5.79,12.63,19.82
2021-03-22 13:50:16 CET,1107,7.4,50.4,3.09,9.67,16.87
2021-03-22 13:55:16 CET,1108,7.5,50.0,2.02,2.23,2.23
2021-03-22 14:00:16 CET,1109,7.8,49.4,3.37,3.71,3.71
2021-03-22 14:05:17 CET,1110,8.1,48.6,6.06,6.68,6.68
2021-03-22 14:10:17 CET,1111,8.4,47.5,3.38,7.71,12.29
2021-03-22 14:15:17 CET,1112,8.1,47.5,4.71,5.19,5.19
2021-03-22 14:20:18 CET,1113,7.9,48.0,1.08,3.56,6.28
2021-03-22 14:25:16 CET,1114,7.9,48.0,3.55,5.02,6.28
2021-03-22 14:30:16 CET,1115,7.6,48.2,2.34,4.43,6.57
2021-03-22 14:35:16 CET,1116,7.8,49.3,3.07,9.54,16.62
2021-03-22 14:40:16 CET,1117,7.9,48.9,2.69,2.97,2.97
2021-03-22 14:45:16 CET,1118,8.0,48.9,11.35,27.64,45.06
2021-03-22 14:50:16 CET,1119,7.7,49.6,3.55,5.02,6.28
2021-03-22 14:55:16 CET,1120,7.9,48.5,4.04,4.45,4.45
2021-03-22 15:00:17 CET,1121,8.0,48.5,5.72,20.06,35.88
2021-03-22 15:05:16 CET,1122,7.9,48.8,5.39,5.93,5.93
2021-03-22 15:10:16 CET,1123,8.3,48.5,6.83,19.85,34.03
2021-03-22 15:15:16 CET,1124,8.2,48.1,2.34,4.43,6.57
2021-03-22 15:20:16 CET,1125,8.2,48.4,3.36,7.61,12.1
2021-03-22 15:25:16 CET,1126,7.7,48.3,5.27,16.91,29.68
2021-03-22 15:30:16 CET,1127,7.9,48.5,5.58,15.14,25.48
2021-03-22 15:35:16 CET,1128,7.6,49.4,3.37,3.71,3.71
2021-03-22 15:40:16 CET,1129,7.7,49.2,1.71,4.03,6.49
2021-03-22 15:45:16 CET,1130,7.7,50.3,3.08,9.6,16.74
2021-03-22 15:50:16 CET,1131,7.7,48.9,4.54,7.95,11.34
2021-03-22 15:55:16 CET,1132,7.6,49.5,3.35,11.46,20.4
2021-03-22 16:00:16 CET,1133,7.5,50.2,2.02,2.23,2.23
2021-03-22 16:05:16 CET,1134,7.3,50.7,3.76,10.34,17.48
2021-03-22 16:10:16 CET,1135,7.5,50.3,9.45,14.52,19.23
2021-03-22 16:15:16 CET,1136,7.7,50.3,5.27,16.91,29.68
2021-03-22 16:20:16 CET,1137,7.7,50.1,8.96,26.8,46.27
2021-03-22 16:25:16 CET,1138,7.7,49.3,6.14,15.12,24.72
2021-03-22 16:30:21 CET,1139,7.8,49.6,2.02,2.23,2.23
2021-03-22 16:35:16 CET,1140,7.9,50.1,2.85,8.01,13.6
2021-03-22 16:40:17 CET,1141,7.7,50.4,7.79,26.54,47.2
2021-03-22 16:45:18 CET,1142,7.5,50.4,2.52,5.7,9.07
2021-03-22 16:50:19 CET,1143,7.0,51.3,2.34,4.43,6.57
2021-03-22 16:55:16 CET,1144,7.0,51.3,1.73,4.11,6.65
2021-03-22 17:00:19 CET,1145,7.1,51.7,3.11,9.75,17.03
2021-03-22 17:05:18 CET,1146,7.2,51.9,3.1,5.77,8.48
2021-03-22 17:10:16 CET,1147,7.2,51.9,3.66,9.69,16.2
2021-03-22 17:15:16 CET,1148,6.9,51.5,5.15,16.09,28.07
2021-03-22 17:20:16 CET,1149,7.1,51.3,6.45,21.17,37.35
2021-03-22 17:25:17 CET,1150,7.0,50.6,3.72,10.1,17.0
2021-03-22 17:30:16 CET,1151,7.1,52.3,2.64,6.52,10.67
2021-03-22 17:35:16 CET,1152,6.9,51.6,5.62,15.44,26.08
2021-03-22 17:40:16 CET,1153,6.9,52.6,1.73,4.11,6.65
2021-03-22 17:45:16 CET,1154,7.0,53.0,4.71,13.05,22.08
2021-03-22 17:50:16 CET,1155,7.0,51.9,4.94,10.66,16.67
2021-03-22 17:55:16 CET,1156,6.7,51.6,7.74,22.23,38.0
2021-03-22 18:00:19 CET,1157,6.7,52.2,6.11,10.97,15.84
2021-03-22 18:05:17 CET,1158,6.7,52.2,0.67,0.74,0.74
2021-03-22 18:10:16 CET,1159,6.7,52.6,4.71,13.05,22.08
2021-03-22 18:15:17 CET,1160,6.6,52.8,5.39,5.93,5.93
2021-03-22 18:20:16 CET,1161,6.7,53.0,2.06,6.41,11.18
2021-03-22 18:25:17 CET,1162,6.7,53.0,3.37,3.71,3.71
2021-03-22 18:30:16 CET,1163,6.5,53.2,2.06,6.41,11.18
2021-03-22 18:35:16 CET,1164,6.6,53.2,5.89,17.29,29.71
2021-03-22 18:40:16 CET,1165,6.4,53.6,3.57,5.13,6.5
2021-03-22 18:45:16 CET,1166,6.3,53.9,0.67,0.74,0.74
2021-03-22 18:50:17 CET,1167,6.2,54.4,1.17,4.2,7.54
2021-03-22 18:55:17 CET,1168,6.0,55.3,3.93,7.59,11.34
2021-03-22 19:00:16 CET,1169,5.9,55.6,4.39,6.86,9.18
2021-03-22 19:05:17 CET,1170,5.9,55.7,3.2,10.4,18.3
2021-03-22 19:10:22 CET,1171,6.0,55.9,3.12,5.96,8.86
2021-03-22 19:15:16 CET,1172,6.0,55.9,5.94,17.61,30.34
2021-03-22 19:20:16 CET,1173,6.1,55.8,4.17,5.33,6.18
2021-03-22 19:25:16 CET,1174,6.0,55.9,2.69,2.97,2.97
2021-03-22 19:30:16 CET,1175,6.0,56.2,4.54,7.95,11.34
2021-03-22 19:35:16 CET,1176,5.6,57.1,1.69,3.89,6.22
2021-03-22 19:40:16 CET,1177,5.7,57.1,5.39,5.93,5.93
2021-03-22 19:45:19 CET,1178,5.7,57.5,3.68,9.79,16.39
2021-03-22 19:50:16 CET,1179,5.7,57.5,2.97,8.79,15.14
2021-03-22 19:55:16 CET,1180,5.8,57.0,1.08,3.56,6.28
2021-03-22 20:00:16 CET,1181,5.5,57.9,3.92,7.58,11.32
2021-03-22 20:05:19 CET,1182,5.8,57.3,3.08,9.6,16.74
2021-03-22 20:10:17 CET,1183,5.8,57.3,2.68,6.79,11.2
2021-03-22 20:15:17 CET,1184,5.9,57.2,2.69,2.97,2.97
2021-03-22 20:20:16 CET,1185,5.7,57.7,1.17,4.2,7.54
2021-03-22 20:25:23 CET,1186,5.7,57.9,2.66,6.68,11.0
2021-03-22 20:30:17 CET,1187,5.6,58.1,3.24,6.78,10.48
2021-03-22 20:35:16 CET,1188,5.7,57.8,4.72,9.2,13.79
2021-03-22 20:40:17 CET,1189,5.7,58.4,4.82,13.77,23.5
2021-03-22 20:45:16 CET,1190,5.8,57.8,3.49,8.49,13.84
2021-03-22 20:50:16 CET,1191,5.5,58.5,4.92,14.49,24.93
2021-03-22 20:55:16 CET,1192,5.8,58.3,1.69,3.89,6.22
2021-03-22 21:00:16 CET,1193,5.6,58.5,4.94,14.63,25.21
2021-03-22 21:05:16 CET,1194,5.7,58.3,2.69,2.97,2.97
2021-03-22 21:10:19 CET,1195,5.6,59.2,6.46,17.32,29.05
2021-03-22 21:15:16 CET,1196,5.5,59.2,4.71,5.19,5.19
2021-03-22 21:20:16 CET,1197,5.6,58.7,6.05,14.46,23.43
2021-03-22 21:25:16 CET,1198,5.6,59.2,3.12,5.96,8.86
2021-03-22 21:30:16 CET,1199,5.5,59.0,2.22,7.53,13.38
2021-03-22 21:35:16 CET,1200,5.5,59.1,1.35,1.48,1.48
2021-03-22 21:40:16 CET,1201,5.6,58.9,3.49,8.49,13.84
2021-03-22 21:45:16 CET,1202,5.3,59.6,3.39,7.78,12.44
2021-03-22 21:50:16 CET,1203,5.3,59.7,5.15,8.22,11.14
2021-03-22 21:55:16 CET,1204,5.3,59.8,5.39,5.93,5.93
2021-03-22 22:00:16 CET,1205,5.2,60.2,1.35,1.48,1.48
2021-03-22 22:05:16 CET,1206,5.4,59.8,3.37,3.71,3.71
2021-03-22 22:15:16 CET,1207,5.4,59.5,2.91,8.42,14.42
2021-03-22 22:20:16 CET,1208,5.5,59.1,4.04,4.45,4.45
2021-03-22 22:25:16 CET,1209,5.5,59.1,3.18,10.3,18.12
2021-03-22 22:30:16 CET,1210,5.4,59.2,4.19,13.37,23.43
2021-03-22 22:35:19 CET,1211,5.4,59.2,5.24,16.69,29.25
2021-03-22 22:40:17 CET,1212,5.4,59.1,2.02,2.23,2.23
2021-03-22 22:45:22 CET,1213,5.4,59.5,4.53,11.75,19.53
2021-03-22 22:55:18 CET,1214,5.2,59.8,5.16,8.3,11.31
2021-03-22 23:00:21 CET,1215,5.3,59.8,4.1,12.71,22.13
2021-03-22 23:05:17 CET,1216,5.4,59.2,2.34,8.39,15.07
2021-03-22 23:10:17 CET,1217,5.3,59.4,2.64,6.52,10.67
2021-03-22 23:15:16 CET,1218,5.4,59.2,1.71,4.03,6.49
2021-03-22 23:20:19 CET,1219,5.2,59.8,2.3,8.11,14.53
2021-03-22 23:25:16 CET,1220,5.2,59.8,1.19,4.35,7.84
2021-03-22 23:30:18 CET,1221,5.3,59.3,2.38,4.7,7.1
2021-03-22 23:35:16 CET,1222,5.3,59.3,2.69,2.97,2.97
2021-03-22 23:40:16 CET,1223,5.3,59.5,1.73,4.11,6.65
2021-03-22 23:45:16 CET,1224,5.3,59.6,4.04,4.45,4.45
2021-03-22 23:50:17 CET,1225,5.3,59.5,6.02,18.19,31.48
2021-03-22 23:55:17 CET,1226,5.2,59.6,1.19,4.29,7.73
2021-03-23 00:00:17 CET,1227,5.2,59.8,2.02,2.23,2.23
2021-03-23 00:05:17 CET,1228,5.2,59.5,0.67,0.74,0.74
2021-03-23 00:10:17 CET,1229,5.1,60.0,5.69,11.96,18.5
2021-03-23 00:15:16 CET,1230,5.2,59.9,2.21,7.45,13.22
2021-03-23 00:20:17 CET,1231,5.1,60.1,2.66,6.68,11.0
2021-03-23 00:25:17 CET,1232,5.1,59.9,1.56,2.99,4.45
2021-03-23 00:30:16 CET,1233,5.1,60.3,2.34,4.43,6.57
2021-03-23 00:35:16 CET,1234,5.0,60.4,10.62,34.39,60.48
2021-03-23 00:40:19 CET,1235,5.0,60.8,5.26,12.93,21.14
2021-03-23 00:45:16 CET,1236,5.0,60.8,2.38,4.7,7.1
2021-03-23 00:50:16 CET,1237,5.0,60.6,4.47,11.38,18.8
2021-03-23 00:55:19 CET,1238,5.0,61.0,3.76,10.34,17.48
2021-03-23 01:00:16 CET,1239,5.0,60.9,8.78,21.59,35.31
2021-03-23 01:05:19 CET,1240,4.9,61.6,6.06,6.68,6.68
2021-03-23 01:10:16 CET,1241,4.9,61.5,2.3,8.11,14.53
2021-03-23 01:15:17 CET,1242,4.9,61.6,2.69,2.97,2.97
2021-03-23 01:20:16 CET,1243,4.8,62.0,5.22,16.56,28.99
2021-03-23 01:25:16 CET,1244,4.9,61.6,6.63,14.58,22.94
2021-03-23 01:30:16 CET,1245,4.8,62.0,5.39,5.93,5.93
2021-03-23 01:35:16 CET,1246,4.9,61.9,5.87,9.32,12.59
2021-03-23 01:40:16 CET,1247,4.8,62.1,2.64,6.52,10.67
2021-03-23 01:45:16 CET,1248,4.8,62.1,4.71,5.19,5.19
2021-03-23 01:50:16 CET,1249,4.8,62.1,1.35,1.48,1.48
2021-03-23 01:55:16 CET,1250,4.8,61.9,2.91,8.42,14.42
2021-03-23 02:00:16 CET,1251,4.7,62.6,2.36,4.6,6.89
2021-03-23 02:05:16 CET,1252,4.7,62.6,1.19,4.35,7.84
2021-03-23 02:10:16 CET,1253,4.7,62.4,2.69,2.97,2.97
2021-03-23 02:15:16 CET,1254,4.8,62.5,1.69,3.89,6.22
2021-03-23 02:20:17 CET,1255,4.8,62.1,2.54,5.81,9.27
2021-03-23 02:25:16 CET,1256,4.7,62.5,4.71,5.19,5.19
2021-03-23 02:30:16 CET,1257,4.6,63.0,1.35,1.48,1.48
2021-03-23 02:35:16 CET,1258,4.7,62.8,3.13,5.98,8.89
2021-03-23 02:40:16 CET,1259,4.7,62.7,2.64,6.52,10.67
2021-03-23 02:45:16 CET,1260,4.6,63.5,3.49,8.49,13.84
2021-03-23 02:50:16 CET,1261,4.7,63.2,1.17,4.2,7.54
2021-03-23 02:55:16 CET,1262,4.7,63.0,6.5,13.65,21.13
2021-03-23 03:00:16 CET,1263,4.6,63.7,3.94,7.71,11.58
2021-03-23 03:05:16 CET,1264,4.5,63.7,4.11,8.83,13.79
2021-03-23 03:10:16 CET,1265,4.4,64.0,4.56,8.07,11.57
2021-03-23 03:15:16 CET,1266,4.3,64.3,7.09,17.73,29.15
2021-03-23 03:20:16 CET,1267,4.3,64.5,2.02,2.23,2.23
2021-03-23 03:25:21 CET,1268,4.4,64.6,3.08,5.65,8.25
2021-03-23 03:30:16 CET,1269,4.4,64.6,4.88,14.17,24.29
2021-03-23 03:35:16 CET,1270,4.5,64.5,2.69,2.97,2.97
2021-03-23 03:40:16 CET,1271,4.4,64.7,6.38,12.81,19.47
2021-03-23 03:45:16 CET,1272,4.4,64.9,2.02,2.23,2.23
2021-03-23 03:50:16 CET,1273,4.5,64.8,5.27,13.01,21.3
2021-03-23 03:55:16 CET,1274,4.3,65.3,1.73,4.11,6.65
2021-03-23 04:00:16 CET,1275,4.2,65.8,5.21,12.54,20.36
2021-03-23 04:05:16 CET,1276,4.1,66.2,3.8,6.71,9.61
2021-03-23 04:10:16 CET,1277,4.2,66.0,4.19,9.45,15.01
2021-03-23 04:15:16 CET,1278,4.1,66.3,1.81,4.69,7.8
2021-03-23 04:20:16 CET,1279,4.0,66.8,3.11,9.77,17.07
2021-03-23 04:25:16 CET,1280,3.9,67.1,2.02,2.23,2.23
2021-03-23 04:30:16 CET,1281,3.8,67.7,4.04,4.45,4.45
2021-03-23 04:35:16 CET,1282,3.7,68.1,2.06,6.41,11.18
2021-03-23 04:40:17 CET,1283,3.6,68.5,5.85,9.18,12.33
2021-03-23 04:45:17 CET,1284,3.4,69.2,3.93,7.59,11.34
2021-03-23 04:50:17 CET,1285,3.4,69.8,4.71,5.19,5.19
2021-03-23 04:55:16 CET,1286,3.2,70.2,3.96,11.74,20.23
2021-03-23 05:00:16 CET,1287,3.2,70.3,3.37,3.71,3.71
2021-03-23 05:05:16 CET,1288,3.2,70.4,6.4,12.99,19.82
2021-03-23 05:10:16 CET,1289,3.2,70.6,7.0,17.12,27.94
2021-03-23 05:15:16 CET,1290,3.1,70.9,3.38,7.71,12.29
2021-03-23 05:20:16 CET,1291,3.1,71.2,2.54,5.81,9.27
2021-03-23 05:25:19 CET,1292,3.2,71.0,3.45,8.22,13.3
2021-03-23 05:30:17 CET,1293,3.2,71.0,6.73,7.42,7.42
2021-03-23 05:35:16 CET,1294,3.2,71.4,5.44,18.05,31.93
2021-03-23 05:40:17 CET,1295,3.2,71.3,4.84,9.98,15.33
2021-03-23 05:45:17 CET,1296,3.1,72.3,1.19,4.35,7.84
2021-03-23 05:50:16 CET,1297,3.2,71.9,3.77,6.51,9.23
2021-03-23 05:55:16 CET,1298,3.2,71.9,8.74,25.28,43.28
2021-03-23 06:00:19 CET,1299,3.1,71.7,4.16,13.1,22.91
2021-03-23 06:05:17 CET,1300,3.1,71.7,2.34,4.43,6.57
2021-03-23 06:10:16 CET,1301,3.2,71.4,2.22,7.53,13.38
2021-03-23 06:15:16 CET,1302,3.2,71.1,2.69,2.97,2.97
2021-03-23 06:20:16 CET,1303,3.1,71.5,4.8,9.75,14.88
2021-03-23 06:25:16 CET,1304,2.9,72.1,6.1,18.74,32.56
2021-03-23 06:30:16 CET,1305,2.9,72.4,6.42,13.1,20.04
2021-03-23 06:40:16 CET,1306,2.9,72.6,5.5,10.62,15.87
2021-03-23 06:45:16 CET,1307,3.0,72.3,5.95,17.72,30.57
2021-03-23 06:50:16 CET,1308,3.0,72.1,1.69,3.89,6.22
2021-03-23 06:55:17 CET,1309,2.9,72.1,3.11,9.75,17.03
2021-03-23 07:00:16 CET,1310,2.9,72.1,4.08,12.6,21.92
2021-03-23 07:05:16 CET,1311,3.0,71.8,5.18,8.42,11.54
2021-03-23 07:10:21 CET,1312,2.8,72.7,5.98,13.97,22.45
2021-03-23 07:15:21 CET,1313,2.8,72.3,7.78,14.71,21.77
2021-03-23 07:20:16 CET,1314,2.9,72.3,5.05,11.45,18.22
2021-03-23 07:25:18 CET,1315,2.9,72.1,2.3,8.11,14.53
2021-03-23 07:30:16 CET,1316,2.9,72.5,7.42,12.17,16.76
2021-03-23 07:35:16 CET,1317,3.0,72.2,4.27,13.88,24.43
2021-03-23 07:40:17 CET,1318,3.2,72.1,3.37,3.71,3.71
2021-03-23 07:45:17 CET,1319,3.3,72.6,4.04,4.45,4.45
2021-03-23 07:50:22 CET,1320,2.9,73.6,5.71,8.17,10.33
2021-03-23 07:55:16 CET,1321,2.9,73.6,7.3,11.35,15.15
2021-03-23 08:00:16 CET,1322,2.8,74.1,3.68,9.79,16.39
2021-03-23 08:05:16 CET,1323,2.8,74.2,5.39,5.93,5.93
2021-03-23 08:10:26 CET,1324,3.2,72.6,4.71,5.19,5.19
2021-03-23 08:15:19 CET,1325,3.0,75.3,5.4,9.98,14.61
2021-03-23 08:20:16 CET,1326,3.0,75.3,9.75,16.54,23.2
2021-03-23 08:25:16 CET,1327,3.2,75.2,4.04,4.45,4.45
2021-03-23 08:30:16 CET,1328,3.2,74.4,6.72,23.04,41.03
2021-03-23 08:35:16 CET,1329,3.4,73.1,5.1,15.71,27.31
2021-03-23 08:40:16 CET,1330,3.4,72.6,7.01,17.16,28.03
2021-03-23 08:45:16 CET,1331,3.3,72.3,12.79,21.97,31.02
2021-03-23 08:50:16 CET,1332,3.4,71.3,4.04,4.45,4.45
2021-03-23 08:55:16 CET,1333,3.5,70.6,8.2,13.69,19.05
2021-03-23 09:00:16 CET,1334,3.8,69.5,8.74,17.38,26.3
2021-03-23 09:05:16 CET,1335,4.0,68.3,8.08,16.77,25.81
2021-03-23 09:10:16 CET,1336,4.0,68.5,9.36,29.56,51.69
2021-03-23 09:15:16 CET,1337,4.2,68.2,6.06,6.68,6.68
2021-03-23 09:20:16 CET,1338,4.3,67.7,9.51,14.92,20.03
2021-03-23 09:25:16 CET,1339,4.2,67.6,8.97,30.79,54.84
2021-03-23 09:30:16 CET,1340,4.7,65.4,6.06,6.68,6.68
2021-03-23 09:35:16 CET,1341,5.0,63.8,9.84,17.18,24.47
2021-03-23 09:40:16 CET,1342,5.2,62.8,7.21,14.69,22.45
2021-03-23 09:45:17 CET,1343,5.3,62.8,13.29,25.43,37.84
2021-03-23 09:50:16 CET,1344,5.6,62.0,6.76,15.43,24.62
2021-03-23 09:55:16 CET,1345,5.6,61.5,6.03,10.4,14.72
2021-03-23 10:00:16 CET,1346,5.8,60.9,4.56,8.07,11.57
2021-03-23 10:05:21 CET,1347,6.0,60.3,5.86,9.22,12.4
2021-03-23 10:10:16 CET,1348,6.2,59.5,5.31,17.22,30.28
2021-03-23 10:15:16 CET,1349,7.2,57.0,11.23,18.96,26.54
2021-03-23 10:20:16 CET,1350,7.8,54.4,7.88,19.28,31.48
2021-03-23 10:25:17 CET,1351,8.5,52.7,6.55,10.09,13.39
2021-03-23 10:30:19 CET,1352,9.2,50.1,4.04,4.45,4.45
2021-03-23 10:35:16 CET,1353,9.2,50.0,2.69,2.97,2.97
2021-03-23 10:40:16 CET,1354,9.6,49.9,7.56,13.14,18.67
2021-03-23 10:45:16 CET,1355,9.8,49.0,7.78,14.71,21.77
2021-03-23 10:50:21 CET,1356,10.3,47.7,2.06,6.41,11.18
2021-03-23 10:55:16 CET,1357,10.2,47.9,6.99,17.06,27.82
2021-03-23 11:00:16 CET,1358,10.8,45.0,4.06,8.5,13.13
2021-03-23 11:05:16 CET,1359,10.7,44.3,5.46,14.32,23.88
2021-03-23 11:10:19 CET,1360,12.3,40.1,2.61,6.3,10.23
2021-03-23 11:15:16 CET,1361,12.4,40.0,2.02,2.23,2.23
2021-03-23 11:20:16 CET,1362,12.7,39.7,3.43,12.01,21.48
2021-03-23 11:25:16 CET,1363,12.8,39.5,6.3,12.29,18.43
2021-03-23 11:30:16 CET,1364,12.9,39.0,5.79,12.63,19.83
2021-03-23 11:35:16 CET,1365,14.5,36.0,6.31,16.25,26.96
2021-03-23 11:40:16 CET,1366,14.8,35.9,9.51,11.01,11.61
2021-03-23 11:45:16 CET,1367,15.2,35.5,2.61,6.3,10.23
2021-03-23 11:50:16 CET,1368,15.2,33.8,5.88,9.39,12.74
2021-03-23 11:55:16 CET,1369,16.6,31.5,4.11,8.89,13.91
2021-03-23 12:00:16 CET,1370,15.5,33.1,3.9,7.39,10.96
