Location,Date,Time,Weather,Temperature (°C),Humidity (%),Wind (km/h),Pressure (mb),PM2.5 (µg/m³),Pm10 (µg/m³),AQI Value
stampfenbachstrasse,09/04/2021,08:00:02,Clear sky,-1.00,86.00,1.80,1020.00,N/A,14.80,13.00
stampfenbachstrasse,09/04/2021,09:00:02,Clear sky,-1.00,86.00,1.80,1020.00,12,18.70,50.00
stampfenbachstrasse,09/04/2021,10:00:02,Clear sky,-1.00,86.00,1.80,1020.00,N/A,29.30,27.00
stampfenbachstrasse,09/04/2021,11:00:02,Clear sky,7.00,53.00,11.10,1020.00,N/A,32.80,30.00
stampfenbachstrasse,09/04/2021,12:00:02,Clear sky,7.00,53.00,11.10,1020.00,14,21.20,55.00
stampfenbachstrasse,09/04/2021,13:00:03,Clear sky,7.00,53.00,11.10,1020.00,N/A,18.80,24.00
stampfenbachstrasse,09/04/2021,14:00:02,Clear sky,13.00,26.00,9.30,1019.00,N/A,15.70,30.00
stampfenbachstrasse,09/04/2021,15:00:03,Clear sky,13.00,26.00,9.30,1019.00,10,15.70,41.00
stampfenbachstrasse,09/04/2021,16:00:02,Few clouds,14.00,23.00,16.70,1017.00,11,18.20,45.00
stampfenbachstrasse,09/04/2021,17:00:03,Few clouds,14.00,23.00,16.70,1017.00,17,25.20,61.00
stampfenbachstrasse,09/04/2021,18:00:02,Clear sky,16.00,22.00,14.80,1016.00,N/A,N/A,39.00
stampfenbachstrasse,09/04/2021,19:00:02,Clear sky,16.00,22.00,14.80,1016.00,N/A,18.90,38.00
stampfenbachstrasse,09/04/2021,20:00:02,Few clouds,15.00,25.00,14.80,1015.00,N/A,16.50,37.00
stampfenbachstrasse,09/04/2021,21:00:02,Few clouds,15.00,25.00,14.80,1015.00,10,16.20,41.00
stampfenbachstrasse,09/04/2021,22:00:02,Broken clouds,13.00,35.00,9.30,1016.00,N/A,15.30,37.00
stampfenbachstrasse,09/04/2021,23:00:02,Broken clouds,13.00,35.00,9.30,1016.00,10,15.10,41.00
stampfenbachstrasse,10/04/2021,00:00:02,Broken clouds,13.00,35.00,9.30,1016.00,N/A,14.10,30.00
stampfenbachstrasse,10/04/2021,01:00:02,Broken clouds,7.00,53.00,11.10,1016.00,N/A,14.10,30.00
stampfenbachstrasse,10/04/2021,02:00:02,Broken clouds,7.00,53.00,11.10,1016.00,N/A,14.10,30.00
stampfenbachstrasse,10/04/2021,03:00:02,Broken clouds,7.00,53.00,11.10,1016.00,N/A,12.80,32.00
stampfenbachstrasse,10/04/2021,04:00:02,Broken clouds,8.00,53.00,11.10,1016.00,N/A,11.60,33.00
stampfenbachstrasse,10/04/2021,05:00:02,Broken clouds,8.00,53.00,11.10,1016.00,7,10.70,33.00
stampfenbachstrasse,10/04/2021,06:00:02,Few clouds,7.00,61.00,3.70,1016.00,N/A,11.60,35.00
stampfenbachstrasse,10/04/2021,07:00:02,Few clouds,7.00,61.00,3.70,1016.00,8,12.40,33.00
stampfenbachstrasse,10/04/2021,08:00:02,Broken clouds,7.00,61.00,3.70,1016.00,N/A,10.90,34.00
stampfenbachstrasse,10/04/2021,09:00:02,Broken clouds,7.00,61.00,3.70,1016.00,N/A,N/A,34.00
stampfenbachstrasse,10/04/2021,10:00:02,Broken clouds,8.00,66.00,14.80,1017.00,N/A,9.50,33.00
stampfenbachstrasse,10/04/2021,11:00:02,Broken clouds,8.00,66.00,14.80,1017.00,5,8.70,33.00
stampfenbachstrasse,10/04/2021,12:00:02,Broken clouds,11.00,62.00,5.50,1017.00,N/A,10.30,32.00
stampfenbachstrasse,10/04/2021,13:00:02,Broken clouds,11.00,62.00,5.50,1017.00,8,11.70,33.00
stampfenbachstrasse,10/04/2021,14:00:02,Broken clouds,11.00,62.00,5.50,1017.00,N/A,11.00,10.00
stampfenbachstrasse,10/04/2021,15:00:02,Few clouds,15.00,44.00,5.50,1014.00,N/A,N/A,37.00
stampfenbachstrasse,10/04/2021,16:00:02,Few clouds,15.00,44.00,5.50,1014.00,6,10.10,39.00
stampfenbachstrasse,10/04/2021,17:00:02,Few clouds,15.00,44.00,5.50,1014.00,N/A,11.00,40.00
stampfenbachstrasse,10/04/2021,18:00:02,Few clouds,16.00,39.00,5.50,1013.00,N/A,N/A,41.00
stampfenbachstrasse,10/04/2021,19:00:03,Few clouds,16.00,39.00,5.50,1013.00,N/A,N/A,41.00
stampfenbachstrasse,10/04/2021,20:00:03,Few clouds,15.00,39.00,3.70,1012.00,N/A,10.70,39.00
stampfenbachstrasse,10/04/2021,21:00:02,Few clouds,15.00,39.00,3.70,1012.00,8,12.10,38.00
stampfenbachstrasse,10/04/2021,22:00:02,Broken clouds,12.00,47.00,7.60,1012.00,N/A,13.60,34.00
stampfenbachstrasse,10/04/2021,23:00:02,Broken clouds,12.00,47.00,7.60,1012.00,7,11.20,30.00
stampfenbachstrasse,11/04/2021,00:00:02,Scattered clouds,10.00,62.00,3.70,1012.00,N/A,10.30,30.00
stampfenbachstrasse,11/04/2021,01:00:02,Scattered clouds,10.00,62.00,3.70,1012.00,N/A,10.30,30.00
stampfenbachstrasse,11/04/2021,02:00:02,Broken clouds,8.00,71.00,5.10,1012.00,N/A,10.30,30.00
stampfenbachstrasse,11/04/2021,03:00:02,Broken clouds,8.00,71.00,5.10,1012.00,9,14.30,37.00
stampfenbachstrasse,11/04/2021,04:00:02,Broken clouds,8.00,71.00,5.10,1012.00,N/A,10.50,18.00
stampfenbachstrasse,11/04/2021,05:00:02,Broken clouds,8.00,71.00,3.70,1011.00,N/A,9.90,19.00
stampfenbachstrasse,11/04/2021,06:00:02,Broken clouds,8.00,71.00,3.70,1011.00,5,8.80,21.00
stampfenbachstrasse,11/04/2021,07:00:02,Broken clouds,8.00,71.00,2.30,1010.00,N/A,N/A,22.00
stampfenbachstrasse,11/04/2021,08:00:02,Broken clouds,8.00,71.00,2.30,1010.00,N/A,7.40,7.00
stampfenbachstrasse,11/04/2021,09:00:02,Broken clouds,8.00,71.00,2.30,1010.00,N/A,N/A,20.00
stampfenbachstrasse,11/04/2021,10:00:02,Clear sky,10.00,66.00,5.50,1010.00,N/A,9.20,18.00
stampfenbachstrasse,11/04/2021,11:00:02,Clear sky,10.00,66.00,5.50,1010.00,5,9.20,24.00
stampfenbachstrasse,11/04/2021,12:00:02,Broken clouds,13.00,54.00,0.30,1011.00,N/A,11.00,29.00
stampfenbachstrasse,11/04/2021,13:00:02,Broken clouds,13.00,54.00,0.30,1011.00,7,10.70,33.00
stampfenbachstrasse,11/04/2021,14:00:02,Clear sky,16.00,42.00,3.70,1010.00,N/A,N/A,1.00
stampfenbachstrasse,11/04/2021,15:00:02,Clear sky,16.00,42.00,3.70,1010.00,6,10.20,37.00
stampfenbachstrasse,11/04/2021,16:00:02,Clear sky,16.00,42.00,3.70,1010.00,N/A,9.40,38.00
stampfenbachstrasse,11/04/2021,17:00:02,Few clouds,19.00,30.00,9.30,1009.00,N/A,9.10,39.00
stampfenbachstrasse,11/04/2021,18:00:02,Few clouds,19.00,30.00,9.30,1009.00,4,7.60,37.00
stampfenbachstrasse,11/04/2021,19:00:03,Few clouds,19.00,30.00,9.30,1009.00,N/A,19.50,34.00
stampfenbachstrasse,11/04/2021,20:00:03,Broken clouds,13.00,62.00,22.20,1011.00,N/A,10.70,32.00
stampfenbachstrasse,11/04/2021,21:00:03,Broken clouds,13.00,62.00,22.20,1011.00,5,7.00,30.00
stampfenbachstrasse,11/04/2021,22:00:03,Rain,10.00,76.00,16.70,1013.00,N/A,N/A,28.00
stampfenbachstrasse,11/04/2021,23:00:02,Rain,10.00,76.00,16.70,1013.00,3,5.10,27.00
stampfenbachstrasse,12/04/2021,00:00:03,Rain,8.00,87.00,11.10,1015.00,N/A,4.70,26.00
stampfenbachstrasse,12/04/2021,01:00:02,Rain,8.00,87.00,11.10,1015.00,N/A,4.70,26.00
stampfenbachstrasse,12/04/2021,02:00:02,Rain,7.00,87.00,14.80,1016.00,N/A,4.70,26.00
stampfenbachstrasse,12/04/2021,03:00:02,Rain,7.00,87.00,14.80,1016.00,3,4.40,25.00
stampfenbachstrasse,12/04/2021,04:00:02,Rain,5.00,87.00,20.40,1017.00,N/A,3.60,20.00
stampfenbachstrasse,12/04/2021,05:00:03,Rain,5.00,87.00,20.40,1017.00,2,3.50,20.00
stampfenbachstrasse,12/04/2021,06:00:03,Rain,2.00,87.00,16.70,1019.00,N/A,4.10,17.00
stampfenbachstrasse,12/04/2021,07:00:02,Rain,2.00,87.00,16.70,1019.00,2,N/A,18.00
stampfenbachstrasse,12/04/2021,08:00:02,Rain,2.00,87.00,16.70,1019.00,N/A,4.40,13.00
stampfenbachstrasse,12/04/2021,09:00:03,Snow,1.00,93.00,5.50,1023.00,N/A,5.30,7.00
stampfenbachstrasse,12/04/2021,10:00:02,Snow,1.00,93.00,5.50,1023.00,3,5.60,12.00
stampfenbachstrasse,12/04/2021,11:00:03,Snow,1.00,93.00,9.30,1024.00,N/A,5.80,10.00
stampfenbachstrasse,12/04/2021,12:00:03,Snow,1.00,93.00,9.30,1024.00,N/A,6.00,11.00
stampfenbachstrasse,12/04/2021,13:00:02,Rain,2.00,93.00,1.80,1026.00,N/A,6.00,13.00
stampfenbachstrasse,12/04/2021,14:00:03,Rain,2.00,93.00,1.80,1026.00,5,6.50,21.00
stampfenbachstrasse,12/04/2021,15:00:02,Broken clouds,3.00,81.00,5.50,1026.00,N/A,6.70,22.00
stampfenbachstrasse,12/04/2021,16:00:02,Broken clouds,3.00,81.00,5.50,1026.00,4,7.50,22.00
stampfenbachstrasse,12/04/2021,17:00:02,Broken clouds,3.00,81.00,3.70,1027.00,N/A,8.10,24.00
stampfenbachstrasse,12/04/2021,18:00:03,Broken clouds,3.00,81.00,3.70,1027.00,7,10.00,29.00
stampfenbachstrasse,12/04/2021,19:00:03,Broken clouds,4.00,65.00,7.40,1027.00,N/A,8.40,26.00
stampfenbachstrasse,12/04/2021,20:00:03,Broken clouds,4.00,65.00,7.40,1027.00,6,9.60,27.00
stampfenbachstrasse,12/04/2021,21:00:02,Broken clouds,4.00,65.00,7.40,1027.00,N/A,10.00,9.00
stampfenbachstrasse,12/04/2021,22:00:03,Broken clouds,2.00,81.00,7.40,1028.00,6,9.20,26.00
stampfenbachstrasse,12/04/2021,23:00:03,Broken clouds,2.00,81.00,7.40,1028.00,5,8.60,25.00
stampfenbachstrasse,13/04/2021,00:00:03,Broken clouds,1.00,87.00,2.30,1028.00,N/A,9.90,22.00
stampfenbachstrasse,13/04/2021,01:00:02,Broken clouds,1.00,87.00,2.30,1028.00,N/A,9.90,22.00
stampfenbachstrasse,13/04/2021,02:00:03,Broken clouds,0.00,80.00,2.80,1028.00,N/A,9.90,22.00
stampfenbachstrasse,13/04/2021,03:00:03,Broken clouds,0.00,80.00,2.80,1028.00,7,11.00,29.00
stampfenbachstrasse,13/04/2021,04:00:02,Few clouds,0.00,86.00,3.80,1028.00,N/A,12.30,11.00
stampfenbachstrasse,13/04/2021,05:00:03,Few clouds,0.00,86.00,3.80,1028.00,9,13.30,37.00
stampfenbachstrasse,13/04/2021,06:00:02,Few clouds,-1.00,93.00,3.70,1028.00,N/A,13.90,13.00
stampfenbachstrasse,13/04/2021,07:00:03,Few clouds,-1.00,93.00,3.70,1028.00,10,15.20,41.00
stampfenbachstrasse,13/04/2021,08:00:02,Few clouds,-1.00,93.00,3.70,1028.00,N/A,17.50,16.00
stampfenbachstrasse,13/04/2021,09:00:03,Mist,-1.00,93.00,1.80,1029.00,N/A,20.90,19.00
stampfenbachstrasse,13/04/2021,10:00:02,Mist,-1.00,93.00,1.80,1029.00,N/A,28.10,26.00
stampfenbachstrasse,13/04/2021,11:00:03,Mist,-1.00,93.00,1.80,1029.00,N/A,29.60,27.00
stampfenbachstrasse,13/04/2021,12:00:03,Scattered clouds,3.00,75.00,5.50,1029.00,N/A,27.50,25.00
stampfenbachstrasse,13/04/2021,13:00:03,Scattered clouds,3.00,75.00,5.50,1029.00,13,19.10,53.00
stampfenbachstrasse,13/04/2021,14:00:03,Broken clouds,5.00,56.00,11.10,1028.00,N/A,14.80,25.00
stampfenbachstrasse,13/04/2021,15:00:03,Broken clouds,5.00,56.00,11.10,1028.00,8,11.40,33.00
stampfenbachstrasse,13/04/2021,16:00:04,Broken clouds,7.00,56.00,9.30,1028.00,6,N/A,32.00
stampfenbachstrasse,15/04/2021,10:00:02,Few clouds,2,75,5.5,1025,N/A,N/A, 11 
stampfenbachstrasse,15/04/2021,10:30:02,Few clouds,2,75,5.5,1025,10,14.8, 41 
stampfenbachstrasse,15/04/2021,11:00:02,Few clouds,2,75,5.5,1025,10,14.8, 41 
stampfenbachstrasse,15/04/2021,11:30:02,Broken clouds,4,60,18.5,1025,N/A,14.1, 26 
stampfenbachstrasse,15/04/2021,12:00:02,Broken clouds,4,60,18.5,1025,N/A,14.1, 26 
stampfenbachstrasse,15/04/2021,13:00:02,Broken clouds,4,60,18.5,1025,10,15.5, 41 
stampfenbachstrasse,15/04/2021,14:00:02,Broken clouds,4,60,18.5,1025,N/A,14.1, 28 
stampfenbachstrasse,15/04/2021,15:00:02,Scattered clouds,6,49,20.4,1024,N/A,N/A, 29 
stampfenbachstrasse,15/04/2021,16:00:02,Scattered clouds,6,49,20.4,1024,9,13.9, 37 
stampfenbachstrasse,15/04/2021,17:00:02,Scattered clouds,6,49,20.4,1024,N/A,13.5, 32 
stampfenbachstrasse,15/04/2021,18:00:02,Few clouds,9,46,18.5,1022,N/A,14, 32 
stampfenbachstrasse,15/04/2021,19:00:02,Few clouds,9,46,18.5,1022,8,11.8, 33 
stampfenbachstrasse,15/04/2021,20:00:03,Few clouds,9,46,18.5,1022,N/A,11.7, 11 
stampfenbachstrasse,15/04/2021,21:00:03,Broken clouds,6,45,14.8,1022,N/A,10.9, 31 
stampfenbachstrasse,15/04/2021,22:00:03,Broken clouds,6,45,14.8,1022,7,12.3, 31 
stampfenbachstrasse,15/04/2021,23:50:46,Few clouds,3,60,7.4,1023,7,11.3, 29 
stampfenbachstrasse,16/04/2021,00:00:01,Few clouds,3,60,7.4,1023,7,11.3, 29 
stampfenbachstrasse,16/04/2021,01:00:01,Scattered clouds,2,65,13,1023,7,11.3, 29 
stampfenbachstrasse,16/04/2021,02:00:01,Scattered clouds,2,65,13,1023,7,11.3, 29 
stampfenbachstrasse,16/04/2021,03:00:01,Scattered clouds,1,64,11.1,1022,8,11.9, 33 
stampfenbachstrasse,16/04/2021,04:00:01,Scattered clouds,1,64,11.1,1022,8,11.8, 33 
stampfenbachstrasse,16/04/2021,05:00:01,Scattered clouds,1,64,11.1,1022,N/A,12.2, 11 
stampfenbachstrasse,16/04/2021,06:00:01,Clear sky,-1,74,9.3,1021,N/A,12.6, 24 
stampfenbachstrasse,16/04/2021,07:00:01,Clear sky,-1,74,9.3,1021,9,13.6, 37 
stampfenbachstrasse,16/04/2021,08:00:01,Clear sky,-1,74,9.3,1021,N/A,13.9, 22 
stampfenbachstrasse,16/04/2021,09:00:01,Clear sky,0,74,3.7,1022,N/A,16.6, 15 
stampfenbachstrasse,16/04/2021,10:00:01,Clear sky,0,74,3.7,1022,12,18.1, 50 
stampfenbachstrasse,16/04/2021,11:00:01,Clear sky,0,74,3.7,1022,N/A,N/A, 22 
stampfenbachstrasse,16/04/2021,12:00:01,Few clouds,5,56,20.4,1021,N/A,20.1, 23 
stampfenbachstrasse,16/04/2021,13:00:01,Few clouds,5,56,20.4,1021,13,19, 53 
stampfenbachstrasse,16/04/2021,14:00:01,Few clouds,8,49,16.7,1021,N/A,17.4, 31 
stampfenbachstrasse,16/04/2021,15:00:01,Few clouds,8,49,16.7,1021,10,16.3, 41 
stampfenbachstrasse,16/04/2021,16:00:01,Scattered clouds,9,42,20.4,1020,N/A,16.9, 33 
stampfenbachstrasse,16/04/2021,17:00:01,Scattered clouds,9,42,20.4,1020,11,15.6, 45 
stampfenbachstrasse,16/04/2021,18:00:01,Few clouds,9,40,18.5,1020,N/A,14.3, 33 
stampfenbachstrasse,16/04/2021,19:00:01,Few clouds,9,40,18.5,1020,9,13.3, 37 
stampfenbachstrasse,16/04/2021,20:00:01,Few clouds,9,40,18.5,1020,N/A,13.3, 32 
stampfenbachstrasse,16/04/2021,21:00:01,Broken clouds,6,45,20.4,1020,N/A,13.6, 30 
stampfenbachstrasse,16/04/2021,22:00:02,Broken clouds,6,45,20.4,1020,9,13.8, 37 
stampfenbachstrasse,16/04/2021,23:00:02,Broken clouds,6,45,20.4,1020,N/A,13.3, 28 
stampfenbachstrasse,17/04/2021,00:00:01,Broken clouds,3,56,14.8,1022,N/A,N/A, 25 
stampfenbachstrasse,17/04/2021,01:00:01,Broken clouds,3,56,14.8,1022,N/A,N/A, 25 
stampfenbachstrasse,17/04/2021,02:00:01,Few clouds,1,69,7.4,1022,N/A,N/A, 25 
stampfenbachstrasse,17/04/2021,03:00:01,Few clouds,1,69,7.4,1022,10,14.1, 41 
stampfenbachstrasse,17/04/2021,04:00:01,Few clouds,0,75,9.3,1021,N/A,14.4, 21 
stampfenbachstrasse,17/04/2021,05:00:01,Few clouds,0,75,9.3,1021,10,15, 41 
stampfenbachstrasse,17/04/2021,06:00:01,Few clouds,0,80,3.7,1020,N/A,15.7, 19 
stampfenbachstrasse,17/04/2021,07:00:01,Few clouds,0,80,3.7,1020,11,16.4, 45 
stampfenbachstrasse,17/04/2021,08:00:01,Broken clouds,0,80,3.7,1020,N/A,18.2, 17 
stampfenbachstrasse,17/04/2021,09:00:01,Broken clouds,0,80,3.7,1020,14,19.9, 55 
stampfenbachstrasse,17/04/2021,10:00:01,Broken clouds,0,80,3.7,1020,N/A,21.7, 20 
stampfenbachstrasse,17/04/2021,11:00:01,Scattered clouds,4,70,7.4,1020,N/A,21.8, 20 
stampfenbachstrasse,17/04/2021,12:00:01,Scattered clouds,4,70,7.4,1020,15,22.3, 57 
stampfenbachstrasse,17/04/2021,13:00:01,Scattered clouds,4,70,7.4,1020,N/A,21.6, 22 
stampfenbachstrasse,17/04/2021,14:00:01,Broken clouds,8,53,16.7,1020,N/A,21.3, 25 
stampfenbachstrasse,17/04/2021,15:00:01,Broken clouds,8,53,16.7,1020,12,19.6, 50 
stampfenbachstrasse,17/04/2021,16:00:01,Broken clouds,8,57,16.7,1019,N/A,17.8, 16 
stampfenbachstrasse,17/04/2021,17:00:01,Broken clouds,8,57,16.7,1019,10,15.3, 41 
stampfenbachstrasse,17/04/2021,18:00:13,Broken clouds,9,49,16.7,1018,N/A,13.2, 31 
stampfenbachstrasse,17/04/2021,19:00:01,Broken clouds,9,49,16.7,1018,N/A,13.5, 12 
stampfenbachstrasse,17/04/2021,20:00:02,Broken clouds,8,53,16.7,1018,N/A,16.4, 30 
stampfenbachstrasse,17/04/2021,21:00:01,Broken clouds,8,53,16.7,1018,10,15.4, 41 
stampfenbachstrasse,17/04/2021,22:00:01,Broken clouds,6,57,5.5,1019,N/A,N/A, 28 
stampfenbachstrasse,17/04/2021,23:00:01,Broken clouds,6,57,5.5,1019,11,16.8, 45 
stampfenbachstrasse,18/04/2021,00:00:01,Broken clouds,6,57,5.5,1019,N/A,16.7, 25 
stampfenbachstrasse,18/04/2021,01:00:01,Broken clouds,6,61,5.5,1019,N/A,16.7, 25 
stampfenbachstrasse,18/04/2021,02:00:01,Broken clouds,6,61,5.5,1019,N/A,16.7, 25 
stampfenbachstrasse,18/04/2021,03:00:01,Broken clouds,6,61,5.5,1019,N/A,15.6, 24 
stampfenbachstrasse,18/04/2021,04:00:01,Broken clouds,4,70,7.4,1018,N/A,15.4, 23 
stampfenbachstrasse,18/04/2021,05:00:02,Broken clouds,4,70,7.4,1018,9,14.8, 37 
stampfenbachstrasse,18/04/2021,06:00:01,Broken clouds,4,75,5.5,1018,11,N/A, 45 
stampfenbachstrasse,18/04/2021,07:00:01,Broken clouds,4,75,5.5,1018,11,16.1, 45 
stampfenbachstrasse,18/04/2021,08:00:01,Broken clouds,3,81,1.7,1018,N/A,16.1, 20 
stampfenbachstrasse,18/04/2021,09:00:01,Broken clouds,3,81,1.7,1018,12,17.2, 50 
stampfenbachstrasse,18/04/2021,10:00:01,Broken clouds,4,81,9.3,1019,N/A,16.9, 20 
stampfenbachstrasse,18/04/2021,11:00:01,Broken clouds,4,81,9.3,1019,N/A,N/A, 20 
stampfenbachstrasse,18/04/2021,12:00:01,Broken clouds,6,70,5.5,1019,N/A,20.4, 21 
stampfenbachstrasse,18/04/2021,13:00:01,Broken clouds,6,70,5.5,1019,14,21.4, 55 
stampfenbachstrasse,18/04/2021,14:00:02,Broken clouds,6,70,5.5,1019,N/A,19.1, 25 
stampfenbachstrasse,18/04/2021,15:00:01,Broken clouds,7,61,9.3,1019,N/A,18.1, 26 
stampfenbachstrasse,18/04/2021,16:00:01,Broken clouds,7,61,9.3,1019,N/A,18.6, 27 
stampfenbachstrasse,18/04/2021,17:00:01,Scattered clouds,8,53,9.3,1019,N/A,17, 30 
stampfenbachstrasse,18/04/2021,18:00:02,Scattered clouds,8,53,9.3,1019,9,14.3, 37 
stampfenbachstrasse,18/04/2021,19:00:02,Broken clouds,8,57,7.4,1019,N/A,13, 28 
stampfenbachstrasse,18/04/2021,20:00:01,Broken clouds,8,57,7.4,1019,6,10.3, 26 
stampfenbachstrasse,18/04/2021,21:00:01,Broken clouds,7,61,11.1,1019,N/A,11.7, 26 
stampfenbachstrasse,18/04/2021,22:00:01,Broken clouds,7,61,11.1,1019,8,12, 33 
stampfenbachstrasse,18/04/2021,23:00:01,Broken clouds,7,61,11.1,1019,N/A,11.6, 20 
stampfenbachstrasse,19/04/2021,00:00:01,Broken clouds,5,75,2.6,1020,N/A,11.8, 19 
stampfenbachstrasse,19/04/2021,01:00:01,Broken clouds,5,75,2.6,1020,N/A,11.8, 19 
stampfenbachstrasse,19/04/2021,02:00:01,Broken clouds,5,75,2.6,1020,N/A,11.8, 19 
stampfenbachstrasse,19/04/2021,03:00:01,Scattered clouds,3,87,3.7,1020,9,13.1, 37 
stampfenbachstrasse,19/04/2021,04:00:01,Scattered clouds,3,87,3.7,1020,10,14.2, 41 
stampfenbachstrasse,19/04/2021,05:00:01,Scattered clouds,3,87,3.7,1020,N/A,14.9, 15 
stampfenbachstrasse,19/04/2021,06:00:01,Broken clouds,1,93,2.4,1019,N/A,14.9, 14 
stampfenbachstrasse,19/04/2021,07:00:01,Broken clouds,1,93,2.4,1019,11,16.9, 45 
stampfenbachstrasse,19/04/2021,08:00:01,Broken clouds,1,86,3,1019,N/A,19.4, 18 
stampfenbachstrasse,19/04/2021,09:00:01,Broken clouds,1,86,3,1019,14,20.6, 55 
stampfenbachstrasse,19/04/2021,10:00:01,Broken clouds,3,87,5.5,1020,N/A,25, 23 
stampfenbachstrasse,19/04/2021,11:00:01,Broken clouds,3,87,5.5,1020,15,22.9, 57 
stampfenbachstrasse,19/04/2021,12:00:01,Broken clouds,9,66,1.8,1019,N/A,19.4, 22 
stampfenbachstrasse,19/04/2021,13:00:01,Broken clouds,9,66,1.8,1019,12,17.3, 50 
stampfenbachstrasse,19/04/2021,14:00:01,Broken clouds,10,50,3.7,1018,N/A,N/A, 29 
stampfenbachstrasse,19/04/2021,15:00:01,Broken clouds,10,50,3.7,1018,9,N/A, 37 
stampfenbachstrasse,19/04/2021,16:00:01,Broken clouds,10,50,3.7,1018,N/A,14.9, 14 
stampfenbachstrasse,19/04/2021,17:00:01,Broken clouds,11,50,14.8,1017,N/A,15.6, 32 
stampfenbachstrasse,19/04/2021,18:00:01,Broken clouds,11,50,14.8,1017,10,16, 41 
stampfenbachstrasse,19/04/2021,19:00:01,Broken clouds,11,43,13,1017,N/A,16.8, 31 
stampfenbachstrasse,19/04/2021,20:00:01,Broken clouds,11,43,13,1017,7,12.1, 32 
stampfenbachstrasse,19/04/2021,21:00:01,Broken clouds,10,53,7.4,1017,N/A,9.7, 33 
stampfenbachstrasse,19/04/2021,22:00:01,Broken clouds,10,53,7.4,1017,5,9.3, 30 
stampfenbachstrasse,19/04/2021,23:00:01,Broken clouds,6,70,2.6,1018,N/A,11.9, 22 
stampfenbachstrasse,20/04/2021,00:00:01,Broken clouds,6,70,2.6,1018,8,12.8, 33 
stampfenbachstrasse,20/04/2021,01:00:01,Broken clouds,3,75,5.5,1018,8,12.8, 33 
stampfenbachstrasse,20/04/2021,02:00:01,Broken clouds,3,75,5.5,1018,8,12.8, 33 
stampfenbachstrasse,20/04/2021,03:00:01,Broken clouds,3,75,5.5,1018,N/A,12.2, 11 
stampfenbachstrasse,20/04/2021,04:00:01,Few clouds,2,80,2.8,1017,N/A,11.8, 11 
stampfenbachstrasse,20/04/2021,05:00:01,Few clouds,2,80,2.8,1017,9,N/A, 37 
stampfenbachstrasse,20/04/2021,06:00:01,Few clouds,2,80,2.8,1017,N/A,14.2, 13 
stampfenbachstrasse,20/04/2021,07:00:01,Broken clouds,1,86,3.3,1017,N/A,13.8, 13 
stampfenbachstrasse,20/04/2021,08:00:01,Broken clouds,1,86,3.3,1017,11,15.9, 45 
stampfenbachstrasse,20/04/2021,09:00:01,Few clouds,3,81,1.8,1017,N/A,19.9, 18 
stampfenbachstrasse,20/04/2021,10:00:01,Few clouds,3,81,1.8,1017,N/A,23.3, 21 
stampfenbachstrasse,20/04/2021,11:00:01,Clear sky,8,66,4,1017,N/A,23.4, 21 
stampfenbachstrasse,20/04/2021,12:00:01,Clear sky,8,66,4,1017,20,26.7, 68 
stampfenbachstrasse,20/04/2021,13:00:01,Few clouds,12,47,9.3,1016,N/A,18.8, 27 
stampfenbachstrasse,20/04/2021,14:00:01,Few clouds,12,47,9.3,1016,11,18.7, 45 
stampfenbachstrasse,20/04/2021,15:00:01,Few clouds,12,47,9.3,1016,N/A,18.1, 34 
stampfenbachstrasse,20/04/2021,16:00:01,Few clouds,15,39,3.7,1015,N/A,13.7, 37 
stampfenbachstrasse,20/04/2021,18:00:01,Few clouds,15,39,3.7,1015,N/A,13.9, 37 
stampfenbachstrasse,20/04/2021,19:00:01,Few clouds,15,38,11.1,1014,N/A,14.1, 39 
stampfenbachstrasse,20/04/2021,20:00:02,Few clouds,15,38,11.1,1014,9,12.5, 38 
stampfenbachstrasse,20/04/2021,21:00:01,Few clouds,15,38,11.1,1014,N/A,13.6, 38 
stampfenbachstrasse,20/04/2021,22:00:02,Few clouds,10,50,7.4,1014,9,14.2, 37 
stampfenbachstrasse,20/04/2021,23:00:01,Few clouds,10,50,7.4,1014,9,14.1, 37 
stampfenbachstrasse,21/04/2021,00:00:01,Clear sky,7,65,4.2,1015,N/A,13.7, 28 
stampfenbachstrasse,21/04/2021,01:00:01,Clear sky,7,65,4.2,1015,N/A,13.7, 28 
stampfenbachstrasse,21/04/2021,02:00:01,Clear sky,4,70,3.7,1015,N/A,13.7, 28 
stampfenbachstrasse,21/04/2021,03:00:01,Clear sky,4,70,3.7,1015,7,N/A, 29 
stampfenbachstrasse,21/04/2021,04:00:01,Clear sky,3,75,1.8,1015,N/A,12.9, 23 
stampfenbachstrasse,21/04/2021,05:00:01,Clear sky,3,75,1.8,1015,N/A,14.6, 20 
stampfenbachstrasse,21/04/2021,06:00:01,Clear sky,3,75,1.8,1015,N/A,11.8, 17 
stampfenbachstrasse,21/04/2021,07:00:01,Clear sky,1,80,1.8,1015,N/A,14.5, 13 
stampfenbachstrasse,21/04/2021,08:00:01,Clear sky,1,80,1.8,1015,10,15.4, 41 
stampfenbachstrasse,21/04/2021,09:00:01,Clear sky,1,80,1.8,1015,N/A,18, 16 
stampfenbachstrasse,21/04/2021,10:00:02,Clear sky,7,76,1,1016,N/A,25.1, 23 
stampfenbachstrasse,21/04/2021,11:00:01,Clear sky,7,76,1,1016,18,N/A, 63 
