time,temp,hum,PM1_pi,PM2.5_pi,PM10_pi,date
2021-04-17 09:45:16+02:00,8.6,53.8,13.38,18.17,22.11,2021-04-17 09:45:16+02:00
2021-04-17 09:50:17+02:00,8.4,53.5,13.015,17.590000000000003,21.33,2021-04-17 09:50:17+02:00
2021-04-17 09:55:18+02:00,9.1,51.9,12.65,17.01,20.55,2021-04-17 09:55:18+02:00
2021-04-17 10:00:16+02:00,9.0,52.0,21.49,31.22,39.89,2021-04-17 10:00:16+02:00
2021-04-17 10:05:16+02:00,9.7,50.8,10.59,14.51,17.79,2021-04-17 10:05:16+02:00
2021-04-17 10:10:22+02:00,10.7,48.6,12.59,24.49,36.71,2021-04-17 10:10:22+02:00
2021-04-17 10:15:17+02:00,10.7,48.6,22.54,38.51,54.23,2021-04-17 10:15:17+02:00
2021-04-17 10:20:16+02:00,10.1,49.9,10.35,16.79,22.98,2021-04-17 10:20:16+02:00
2021-04-17 10:25:16+02:00,10.5,48.8,15.26,19.46,22.5,2021-04-17 10:25:16+02:00
2021-04-17 10:30:16+02:00,10.5,48.3,12.12,13.35,13.35,2021-04-17 10:30:16+02:00
2021-04-17 10:35:17+02:00,8.5,52.6,8.75,9.64,9.64,2021-04-17 10:35:17+02:00
2021-04-17 10:40:16+02:00,7.6,55.5,12.12,13.35,13.35,2021-04-17 10:40:16+02:00
2021-04-17 10:45:16+02:00,6.9,57.6,13.46,14.83,14.83,2021-04-17 10:45:16+02:00
2021-04-17 10:50:16+02:00,9.2,52.4,18.46,14.97,66.15,2021-04-17 10:50:16+02:00
2021-04-17 10:55:16+02:00,9.8,49.6,6.71,15.11,23.98,2021-04-17 10:55:16+02:00
2021-04-17 11:00:17+02:00,10.2,49.1,10.49,17.73,24.85,2021-04-17 11:00:17+02:00
2021-04-17 11:05:16+02:00,9.0,52.1,12.75,25.61,38.9,2021-04-17 11:05:16+02:00
2021-04-17 11:10:16+02:00,10.1,49.8,13.07,19.97,26.37,2021-04-17 11:10:16+02:00
2021-04-17 11:15:16+02:00,10.3,49.0,18.71,39.45,61.12,2021-04-17 11:15:16+02:00
2021-04-17 11:20:19+02:00,10.7,47.4,13.03,27.52,42.67,2021-04-17 11:20:19+02:00
2021-04-17 11:25:16+02:00,10.7,47.4,17.56,27.51,36.9,2021-04-17 11:25:16+02:00
2021-04-17 11:30:16+02:00,8.4,53.5,13.41,18.42,22.6,2021-04-17 11:30:16+02:00
2021-04-17 11:35:16+02:00,8.3,54.0,11.07,17.87,24.4,2021-04-17 11:35:16+02:00
2021-04-17 11:40:19+02:00,8.3,54.1,12.68,25.09,37.88,2021-04-17 11:40:19+02:00
2021-04-17 11:45:16+02:00,8.3,54.1,14.62,18.9,22.11,2021-04-17 11:45:16+02:00
2021-04-17 11:50:16+02:00,10.4,50.1,13.21,20.89,28.18,2021-04-17 11:50:16+02:00
2021-04-17 11:55:16+02:00,8.9,52.4,10.02,22.39,35.44,2021-04-17 11:55:16+02:00
2021-04-17 12:00:16+02:00,10.2,50.9,17.51,31.11,44.7,2021-04-17 12:00:16+02:00
2021-04-17 12:05:19+02:00,10.9,47.5,16.43,23.66,30.04,2021-04-17 12:05:19+02:00
2021-04-17 12:10:16+02:00,10.9,47.6,10.72,15.44,19.62,2021-04-17 12:10:16+02:00
2021-04-17 12:15:16+02:00,10.2,49.3,10.18,23.48,37.59,2021-04-17 12:15:16+02:00
2021-04-17 12:20:16+02:00,9.3,50.8,16.71,33.44,50.73,2021-04-17 12:20:16+02:00
2021-04-17 12:25:17+02:00,10.5,48.1,15.48,17.06,17.06,2021-04-17 12:25:17+02:00
2021-04-17 12:30:17+02:00,9.6,50.2,14.81,16.32,16.32,2021-04-17 12:30:17+02:00
2021-04-17 12:35:16+02:00,9.4,50.2,11.1,14.15,16.35,2021-04-17 12:35:16+02:00
2021-04-17 12:40:18+02:00,10.3,49.0,10.33,16.65,22.71,2021-04-17 12:40:18+02:00
2021-04-17 12:45:16+02:00,10.3,49.0,10.75,15.66,20.04,2021-04-17 12:45:16+02:00
2021-04-17 12:50:17+02:00,9.3,49.1,10.77,11.87,11.87,2021-04-17 12:50:17+02:00
2021-04-17 12:55:17+02:00,10.1,47.6,10.77,11.87,11.87,2021-04-17 12:55:17+02:00
2021-04-17 13:00:16+02:00,10.3,47.4,13.35,21.92,30.2,2021-04-17 13:00:16+02:00
2021-04-17 13:05:16+02:00,10.3,46.8,16.87,30.59,44.41,2021-04-17 13:05:16+02:00
2021-04-17 13:10:16+02:00,9.7,47.3,11.44,12.61,12.61,2021-04-17 13:10:16+02:00
2021-04-17 13:15:16+02:00,9.6,48.6,18.06,38.85,60.64,2021-04-17 13:15:16+02:00
2021-04-17 13:20:16+02:00,9.8,49.1,13.71,16.55,18.21,2021-04-17 13:20:16+02:00
2021-04-17 13:25:16+02:00,9.7,46.7,14.41,29.26,44.64,2021-04-17 13:25:16+02:00
2021-04-17 13:30:17+02:00,9.7,48.3,11.57,29.17,48.07,2021-04-17 13:30:17+02:00
2021-04-17 13:35:17+02:00,10.3,46.8,6.06,6.68,6.68,2021-04-17 13:35:17+02:00
2021-04-17 13:40:16+02:00,10.2,46.2,16.7,25.49,33.65,2021-04-17 13:40:16+02:00
2021-04-17 13:45:16+02:00,9.8,49.0,8.13,17.14,26.54,2021-04-17 13:45:16+02:00
2021-04-17 13:50:21+02:00,9.9,46.8,10.56,14.36,17.49,2021-04-17 13:50:21+02:00
2021-04-17 13:55:16+02:00,9.9,46.8,10.53,14.12,17.02,2021-04-17 13:55:16+02:00
2021-04-17 14:00:16+02:00,10.4,46.2,17.09,28.19,38.97,2021-04-17 14:00:16+02:00
2021-04-17 14:05:19+02:00,10.5,47.0,8.08,8.9,8.9,2021-04-17 14:05:19+02:00
2021-04-17 14:10:16+02:00,10.5,47.0,9.61,15.57,21.31,2021-04-17 14:10:16+02:00
2021-04-17 14:15:16+02:00,11.2,46.6,6.73,19.18,32.71,2021-04-17 14:15:16+02:00
2021-04-17 14:20:16+02:00,10.5,47.7,10.82,20.09,29.48,2021-04-17 14:20:16+02:00
2021-04-17 14:25:16+02:00,9.5,49.7,8.08,8.9,8.9,2021-04-17 14:25:16+02:00
2021-04-17 14:30:16+02:00,9.8,49.1,8.97,11.13,12.57,2021-04-17 14:30:16+02:00
2021-04-17 14:35:17+02:00,9.7,49.9,9.27,24.98,41.98,2021-04-17 14:35:17+02:00
2021-04-17 14:40:19+02:00,9.9,49.8,12.12,13.35,13.35,2021-04-17 14:40:19+02:00
2021-04-17 14:45:22+02:00,10.0,49.4,13.97,22.24,30.12,2021-04-17 14:45:22+02:00
2021-04-17 14:50:17+02:00,10.0,49.3,18.14,14.55,70.24,2021-04-17 14:50:17+02:00
2021-04-17 14:55:24+02:00,10.3,49.5,4.39,6.86,9.18,2021-04-17 14:55:24+02:00
2021-04-17 15:00:17+02:00,10.3,49.5,16.03,28.7,41.4,2021-04-17 15:00:17+02:00
2021-04-17 15:05:17+02:00,9.9,50.0,11.0,17.39,23.45,2021-04-17 15:05:17+02:00
2021-04-17 15:10:21+02:00,9.8,50.3,9.42,10.38,10.38,2021-04-17 15:10:21+02:00
2021-04-17 15:15:18+02:00,10.0,50.5,13.46,14.83,14.83,2021-04-17 15:15:18+02:00
2021-04-17 15:20:17+02:00,10.1,50.5,13.39,30.01,47.57,2021-04-17 15:20:17+02:00
2021-04-17 15:25:17+02:00,10.1,50.0,6.82,15.87,25.48,2021-04-17 15:25:17+02:00
2021-04-17 15:30:16+02:00,10.3,49.4,1.69,3.89,6.22,2021-04-17 15:30:16+02:00
2021-04-17 15:35:16+02:00,9.9,49.8,8.27,18.1,28.43,2021-04-17 15:35:16+02:00
2021-04-17 15:40:16+02:00,10.0,50.1,14.56,30.3,46.7,2021-04-17 15:40:16+02:00
2021-04-17 15:45:16+02:00,10.2,49.3,7.16,10.38,13.26,2021-04-17 15:45:16+02:00
2021-04-17 15:50:17+02:00,9.8,49.2,10.0,26.15,43.55,2021-04-17 15:50:17+02:00
2021-04-17 15:55:16+02:00,10.3,49.8,6.4,16.89,28.21,2021-04-17 15:55:16+02:00
2021-04-17 16:00:17+02:00,9.7,49.5,6.05,10.51,14.94,2021-04-17 16:00:17+02:00
2021-04-17 16:05:18+02:00,10.0,48.8,4.95,14.67,25.28,2021-04-17 16:05:18+02:00
2021-04-17 16:10:16+02:00,10.0,48.9,7.76,10.59,12.94,2021-04-17 16:10:16+02:00
2021-04-17 16:15:19+02:00,9.8,49.0,12.12,13.35,13.35,2021-04-17 16:15:19+02:00
2021-04-17 16:20:16+02:00,9.7,49.0,6.95,12.89,18.89,2021-04-17 16:20:16+02:00
2021-04-17 16:25:16+02:00,9.4,49.2,5.31,9.35,13.36,2021-04-17 16:25:16+02:00
2021-04-17 16:30:17+02:00,10.0,48.7,4.15,9.15,14.42,2021-04-17 16:30:17+02:00
2021-04-17 16:35:17+02:00,9.7,49.3,9.56,15.22,20.62,2021-04-17 16:35:17+02:00
2021-04-17 16:40:16+02:00,9.9,48.8,7.41,8.16,8.16,2021-04-17 16:40:16+02:00
2021-04-17 16:45:17+02:00,9.8,49.5,8.75,9.64,9.64,2021-04-17 16:45:17+02:00
2021-04-17 16:50:17+02:00,9.9,49.8,7.93,15.75,23.8,2021-04-17 16:50:17+02:00
2021-04-17 16:55:17+02:00,10.0,49.1,4.68,8.86,13.13,2021-04-17 16:55:17+02:00
2021-04-17 17:00:16+02:00,9.6,49.8,9.42,10.38,10.38,2021-04-17 17:00:16+02:00
2021-04-17 17:05:18+02:00,10.2,48.2,5.53,18.73,33.25,2021-04-17 17:05:18+02:00
2021-04-17 17:10:16+02:00,10.2,48.1,6.73,7.42,7.42,2021-04-17 17:10:16+02:00
2021-04-17 17:15:17+02:00,10.2,47.7,6.13,11.07,16.05,2021-04-17 17:15:17+02:00
2021-04-17 17:20:16+02:00,9.8,48.7,6.43,9.27,11.78,2021-04-17 17:20:16+02:00
2021-04-17 17:25:16+02:00,9.9,49.3,3.38,7.71,12.29,2021-04-17 17:25:16+02:00
2021-04-17 17:30:16+02:00,10.0,49.5,9.58,15.38,20.94,2021-04-17 17:30:16+02:00
2021-04-17 17:35:16+02:00,9.7,49.3,4.38,10.72,17.51,2021-04-17 17:35:16+02:00
2021-04-17 17:40:16+02:00,9.8,49.3,5.07,11.61,18.54,2021-04-17 17:40:16+02:00
2021-04-17 17:45:16+02:00,9.7,50.0,12.32,26.51,41.39,2021-04-17 17:45:16+02:00
2021-04-17 17:50:16+02:00,9.7,50.7,8.75,9.64,9.64,2021-04-17 17:50:16+02:00
2021-04-17 17:55:16+02:00,10.0,50.4,9.79,20.76,32.23,2021-04-17 17:55:16+02:00
2021-04-17 18:00:17+02:00,9.4,50.6,2.02,2.23,2.23,2021-04-17 18:00:17+02:00
2021-04-17 18:05:17+02:00,9.4,50.9,12.12,13.35,13.35,2021-04-17 18:05:17+02:00
2021-04-17 18:10:18+02:00,9.6,49.9,5.83,9.01,12.0,2021-04-17 18:10:18+02:00
2021-04-17 18:15:16+02:00,9.6,49.9,4.71,5.19,5.19,2021-04-17 18:15:16+02:00
2021-04-17 18:20:17+02:00,9.3,50.4,12.21,33.63,56.85,2021-04-17 18:20:17+02:00
2021-04-17 18:25:16+02:00,9.3,50.4,13.46,14.83,14.83,2021-04-17 18:25:16+02:00
2021-04-17 18:30:16+02:00,9.3,50.5,11.97,16.24,19.75,2021-04-17 18:30:16+02:00
2021-04-17 18:35:16+02:00,9.3,50.6,4.71,9.11,13.61,2021-04-17 18:35:16+02:00
2021-04-17 18:40:16+02:00,9.2,50.9,7.41,8.16,8.16,2021-04-17 18:40:16+02:00
2021-04-17 18:45:16+02:00,9.2,50.9,10.05,14.74,18.95,2021-04-17 18:45:16+02:00
2021-04-17 18:50:16+02:00,9.1,50.4,9.03,11.59,13.48,2021-04-17 18:50:16+02:00
2021-04-17 18:55:19+02:00,9.2,50.7,9.0,19.24,29.97,2021-04-17 18:55:19+02:00
2021-04-17 19:00:21+02:00,9.2,50.7,7.96,15.93,24.16,2021-04-17 19:00:21+02:00
2021-04-17 19:05:16+02:00,9.2,50.5,5.57,11.11,16.84,2021-04-17 19:05:16+02:00
2021-04-17 19:10:16+02:00,9.0,50.9,9.6,19.42,29.6,2021-04-17 19:10:16+02:00
2021-04-17 19:15:16+02:00,8.9,50.8,2.52,5.7,9.07,2021-04-17 19:15:16+02:00
2021-04-17 19:20:17+02:00,8.8,50.7,7.63,13.63,19.63,2021-04-17 19:20:17+02:00
2021-04-17 19:25:17+02:00,8.8,50.7,7.19,22.4,39.05,2021-04-17 19:25:17+02:00
2021-04-17 19:30:17+02:00,8.6,51.4,4.19,13.37,23.43,2021-04-17 19:30:17+02:00
2021-04-17 19:35:17+02:00,8.6,51.8,5.39,5.93,5.93,2021-04-17 19:35:17+02:00
2021-04-17 19:40:16+02:00,8.6,51.7,13.17,20.68,27.77,2021-04-17 19:40:16+02:00
2021-04-17 19:45:16+02:00,8.6,52.1,9.77,12.75,15.04,2021-04-17 19:45:16+02:00
2021-04-17 19:50:16+02:00,8.5,52.2,11.92,19.82,27.52,2021-04-17 19:50:16+02:00
2021-04-17 19:55:16+02:00,8.5,52.7,7.78,14.66,21.66,2021-04-17 19:55:16+02:00
2021-04-17 20:00:16+02:00,8.5,52.5,4.08,8.68,13.48,2021-04-17 20:00:16+02:00
2021-04-17 20:05:16+02:00,8.4,52.7,9.42,10.38,10.38,2021-04-17 20:05:16+02:00
2021-04-17 20:10:16+02:00,8.4,52.7,9.42,10.38,10.38,2021-04-17 20:10:16+02:00
2021-04-17 20:15:17+02:00,8.4,52.6,8.08,8.9,8.9,2021-04-17 20:15:17+02:00
2021-04-17 20:20:21+02:00,8.3,52.8,8.75,9.64,9.64,2021-04-17 20:20:21+02:00
2021-04-17 20:25:16+02:00,8.3,53.1,12.1,17.13,21.51,2021-04-17 20:25:16+02:00
2021-04-17 20:30:16+02:00,8.3,53.1,7.23,14.81,22.68,2021-04-17 20:30:16+02:00
2021-04-17 20:35:19+02:00,8.2,53.5,5.93,13.65,21.84,2021-04-17 20:35:19+02:00
2021-04-17 20:40:16+02:00,8.2,53.5,9.42,10.38,10.38,2021-04-17 20:40:16+02:00
2021-04-17 20:45:16+02:00,8.2,53.7,5.39,5.93,5.93,2021-04-17 20:45:16+02:00
2021-04-17 20:50:19+02:00,8.2,54.0,9.42,10.38,10.38,2021-04-17 20:50:19+02:00
2021-04-17 20:55:16+02:00,8.2,54.0,6.73,7.42,7.42,2021-04-17 20:55:16+02:00
2021-04-17 21:00:16+02:00,8.1,54.1,6.73,7.42,7.42,2021-04-17 21:00:16+02:00
2021-04-17 21:05:16+02:00,8.1,54.1,8.73,13.41,17.78,2021-04-17 21:05:16+02:00
2021-04-17 21:10:16+02:00,8.0,54.3,5.95,9.81,13.57,2021-04-17 21:10:16+02:00
2021-04-17 21:15:16+02:00,7.9,54.6,10.1,11.13,11.13,2021-04-17 21:15:16+02:00
2021-04-17 21:20:16+02:00,7.9,54.8,8.45,11.48,13.98,2021-04-17 21:20:16+02:00
2021-04-17 21:25:16+02:00,7.8,54.8,10.76,15.71,20.15,2021-04-17 21:25:16+02:00
2021-04-17 21:30:16+02:00,7.8,54.8,4.04,4.45,4.45,2021-04-17 21:30:16+02:00
2021-04-17 21:35:16+02:00,7.7,55.0,6.87,12.29,17.72,2021-04-17 21:35:16+02:00
2021-04-17 21:40:17+02:00,7.8,55.2,10.1,11.13,11.13,2021-04-17 21:40:17+02:00
2021-04-17 21:45:17+02:00,7.7,55.0,9.42,10.38,10.38,2021-04-17 21:45:17+02:00
2021-04-17 21:50:16+02:00,7.7,55.3,5.39,5.93,5.93,2021-04-17 21:50:16+02:00
2021-04-17 21:55:16+02:00,7.7,55.2,8.05,12.6,16.9,2021-04-17 21:55:16+02:00
2021-04-17 22:00:16+02:00,7.8,55.4,4.23,9.7,15.5,2021-04-17 22:00:16+02:00
2021-04-17 22:05:16+02:00,7.8,55.1,14.62,38.52,64.31,2021-04-17 22:05:16+02:00
2021-04-17 22:10:17+02:00,7.8,55.2,6.73,7.42,7.42,2021-04-17 22:10:17+02:00
2021-04-17 22:15:16+02:00,7.9,55.1,6.49,9.7,12.62,2021-04-17 22:15:16+02:00
2021-04-17 22:20:19+02:00,7.8,55.3,10.96,24.97,39.8,2021-04-17 22:20:19+02:00
2021-04-17 22:25:19+02:00,7.8,55.1,8.75,9.64,9.64,2021-04-17 22:25:19+02:00
2021-04-17 22:30:16+02:00,7.8,55.1,5.39,5.93,5.93,2021-04-17 22:30:16+02:00
2021-04-17 22:35:16+02:00,7.6,55.4,10.03,18.5,27.06,2021-04-17 22:35:16+02:00
2021-04-17 22:40:16+02:00,7.5,55.7,12.27,18.3,23.81,2021-04-17 22:40:16+02:00
2021-04-17 22:45:16+02:00,7.6,55.9,9.42,10.38,10.38,2021-04-17 22:45:16+02:00
2021-04-17 22:50:16+02:00,7.5,56.3,7.0,21.06,36.42,2021-04-17 22:50:16+02:00
2021-04-17 22:55:16+02:00,7.4,56.8,8.67,16.96,25.47,2021-04-17 22:55:16+02:00
2021-04-17 23:00:16+02:00,7.3,56.9,6.01,10.27,14.46,2021-04-17 23:00:16+02:00
2021-04-17 23:05:16+02:00,7.3,57.1,3.37,3.71,3.71,2021-04-17 23:05:16+02:00
2021-04-17 23:10:16+02:00,7.3,57.9,8.08,8.9,8.9,2021-04-17 23:10:16+02:00
2021-04-17 23:15:17+02:00,7.3,58.1,8.08,8.9,8.9,2021-04-17 23:15:17+02:00
2021-04-17 23:20:16+02:00,7.3,58.4,6.06,6.68,6.68,2021-04-17 23:20:16+02:00
2021-04-17 23:25:16+02:00,7.3,58.5,6.73,7.42,7.42,2021-04-17 23:25:16+02:00
2021-04-17 23:30:16+02:00,7.4,58.7,11.49,24.67,38.5,2021-04-17 23:30:16+02:00
2021-04-17 23:35:16+02:00,7.5,58.4,6.73,7.42,7.42,2021-04-17 23:35:16+02:00
2021-04-17 23:40:16+02:00,7.5,58.0,10.83,27.95,46.39,2021-04-17 23:40:16+02:00
2021-04-17 23:45:19+02:00,7.5,58.0,4.71,5.19,5.19,2021-04-17 23:45:19+02:00
2021-04-17 23:50:16+02:00,7.5,58.0,8.75,9.64,9.64,2021-04-17 23:50:16+02:00
2021-04-17 23:55:16+02:00,7.4,58.4,9.42,10.38,10.38,2021-04-17 23:55:16+02:00
2021-04-18 00:00:16+02:00,7.5,58.6,7.41,8.16,8.16,2021-04-18 00:00:16+02:00
2021-04-18 00:05:16+02:00,7.3,58.3,9.8,12.96,15.44,2021-04-18 00:05:16+02:00
2021-04-18 00:10:17+02:00,7.3,58.2,11.69,18.24,24.41,2021-04-18 00:10:17+02:00
2021-04-18 00:15:16+02:00,7.2,58.5,3.79,6.66,9.51,2021-04-18 00:15:16+02:00
2021-04-18 00:20:16+02:00,7.2,58.6,4.84,9.98,15.33,2021-04-18 00:20:16+02:00
2021-04-18 00:25:16+02:00,7.3,58.6,9.71,20.24,31.21,2021-04-18 00:25:16+02:00
2021-04-18 00:30:16+02:00,7.2,58.9,7.14,14.17,21.42,2021-04-18 00:30:16+02:00
2021-04-18 00:35:17+02:00,7.2,58.7,12.0,20.38,28.61,2021-04-18 00:35:17+02:00
2021-04-18 00:40:17+02:00,7.2,58.8,9.52,22.82,37.01,2021-04-18 00:40:17+02:00
2021-04-18 00:45:16+02:00,7.1,59.1,8.75,9.64,9.64,2021-04-18 00:45:16+02:00
2021-04-18 00:50:29+02:00,7.0,59.5,7.71,10.25,12.27,2021-04-18 00:50:29+02:00
2021-04-18 00:55:16+02:00,7.0,59.5,4.04,4.45,4.45,2021-04-18 00:55:16+02:00
2021-04-18 01:00:20+02:00,7.1,59.4,5.39,5.93,5.93,2021-04-18 01:00:20+02:00
2021-04-18 01:05:16+02:00,7.1,59.4,10.58,26.23,43.0,2021-04-18 01:05:16+02:00
2021-04-18 01:10:21+02:00,7.1,60.3,9.23,16.9,24.65,2021-04-18 01:10:21+02:00
2021-04-18 01:15:17+02:00,7.1,60.2,7.77,18.56,30.07,2021-04-18 01:15:17+02:00
2021-04-18 01:20:18+02:00,6.8,60.4,8.52,15.91,23.41,2021-04-18 01:20:18+02:00
2021-04-18 01:25:17+02:00,6.9,60.4,7.04,13.44,19.99,2021-04-18 01:25:17+02:00
2021-04-18 01:30:21+02:00,6.8,60.8,4.04,4.45,4.45,2021-04-18 01:30:21+02:00
2021-04-18 01:35:17+02:00,6.7,61.1,6.27,12.06,17.98,2021-04-18 01:35:17+02:00
2021-04-18 01:40:17+02:00,6.7,61.3,10.52,17.98,25.32,2021-04-18 01:40:17+02:00
2021-04-18 01:45:16+02:00,6.6,61.8,5.4,9.98,14.61,2021-04-18 01:45:16+02:00
2021-04-18 01:50:16+02:00,6.5,62.6,8.64,24.53,41.81,2021-04-18 01:50:16+02:00
2021-04-18 01:55:16+02:00,6.3,63.2,10.48,17.72,24.82,2021-04-18 01:55:16+02:00
2021-04-18 02:00:17+02:00,6.4,63.4,9.93,13.87,17.24,2021-04-18 02:00:17+02:00
2021-04-18 02:05:16+02:00,6.3,63.7,11.71,18.37,24.66,2021-04-18 02:05:16+02:00
2021-04-18 02:10:16+02:00,6.2,64.2,5.57,11.13,16.88,2021-04-18 02:10:16+02:00
2021-04-18 02:15:16+02:00,6.1,64.6,9.9,17.61,25.32,2021-04-18 02:15:16+02:00
2021-04-18 02:20:16+02:00,6.1,65.0,4.17,5.33,6.18,2021-04-18 02:20:16+02:00
2021-04-18 02:25:19+02:00,6.0,65.6,4.04,4.45,4.45,2021-04-18 02:25:19+02:00
2021-04-18 02:30:16+02:00,6.0,65.7,14.06,26.8,39.8,2021-04-18 02:30:16+02:00
2021-04-18 02:35:16+02:00,5.9,66.2,6.76,15.43,24.62,2021-04-18 02:35:16+02:00
2021-04-18 02:40:16+02:00,5.8,67.0,12.12,13.35,13.35,2021-04-18 02:40:16+02:00
2021-04-18 02:45:16+02:00,5.8,67.2,12.67,21.13,29.37,2021-04-18 02:45:16+02:00
2021-04-18 02:50:16+02:00,5.9,67.6,8.08,8.9,8.9,2021-04-18 02:50:16+02:00
2021-04-18 02:55:17+02:00,5.8,68.0,9.02,15.43,21.76,2021-04-18 02:55:17+02:00
2021-04-18 03:00:17+02:00,5.8,68.4,6.07,14.59,23.68,2021-04-18 03:00:17+02:00
2021-04-18 03:05:17+02:00,5.7,68.9,6.06,6.68,6.68,2021-04-18 03:05:17+02:00
2021-04-18 03:10:16+02:00,5.8,69.0,8.91,14.66,20.24,2021-04-18 03:10:16+02:00
2021-04-18 03:15:16+02:00,5.7,69.5,2.02,2.23,2.23,2021-04-18 03:15:16+02:00
2021-04-18 03:20:17+02:00,5.7,69.7,6.03,10.4,14.72,2021-04-18 03:20:17+02:00
2021-04-18 03:25:16+02:00,5.7,69.9,8.32,14.53,20.7,2021-04-18 03:25:16+02:00
2021-04-18 03:30:18+02:00,5.7,70.2,6.1,10.9,15.7,2021-04-18 03:30:18+02:00
2021-04-18 03:35:17+02:00,5.7,70.2,10.31,12.59,14.01,2021-04-18 03:35:17+02:00
2021-04-18 03:40:17+02:00,5.7,70.5,5.76,12.44,19.45,2021-04-18 03:40:17+02:00
2021-04-18 03:45:21+02:00,5.7,70.9,5.39,5.93,5.93,2021-04-18 03:45:21+02:00
2021-04-18 03:50:16+02:00,5.7,70.9,10.77,11.87,11.87,2021-04-18 03:50:16+02:00
2021-04-18 03:55:16+02:00,5.7,71.2,14.44,17.7,19.76,2021-04-18 03:55:16+02:00
2021-04-18 04:00:21+02:00,5.6,71.9,10.89,20.57,30.42,2021-04-18 04:00:21+02:00
2021-04-18 04:05:17+02:00,5.5,71.9,9.68,16.07,22.28,2021-04-18 04:05:17+02:00
2021-04-18 04:10:16+02:00,5.5,72.3,10.51,13.95,16.69,2021-04-18 04:10:16+02:00
2021-04-18 04:15:21+02:00,5.5,72.8,5.16,8.3,11.31,2021-04-18 04:15:21+02:00
2021-04-18 04:20:16+02:00,5.5,72.8,14.81,16.32,16.32,2021-04-18 04:20:16+02:00
2021-04-18 04:25:16+02:00,5.5,72.8,10.95,24.89,39.64,2021-04-18 04:25:16+02:00
2021-04-18 04:30:17+02:00,5.4,72.9,7.17,14.41,21.89,2021-04-18 04:30:17+02:00
2021-04-18 04:35:16+02:00,5.5,72.7,16.55,24.48,31.66,2021-04-18 04:35:16+02:00
2021-04-18 04:40:16+02:00,5.6,72.7,11.19,18.71,26.05,2021-04-18 04:40:16+02:00
2021-04-18 04:45:16+02:00,5.5,72.7,8.08,8.9,8.9,2021-04-18 04:45:16+02:00
2021-04-18 04:50:16+02:00,5.6,72.8,9.98,18.18,26.45,2021-04-18 04:50:16+02:00
2021-04-18 04:55:16+02:00,5.5,73.2,5.97,9.96,13.85,2021-04-18 04:55:16+02:00
2021-04-18 05:00:16+02:00,5.4,73.5,14.14,15.58,15.58,2021-04-18 05:00:16+02:00
2021-04-18 05:05:16+02:00,5.4,73.6,11.3,19.45,27.5,2021-04-18 05:05:16+02:00
2021-04-18 05:10:19+02:00,5.4,73.8,7.67,9.96,11.71,2021-04-18 05:10:19+02:00
2021-04-18 05:15:22+02:00,5.4,73.8,10.77,11.87,11.87,2021-04-18 05:15:22+02:00
2021-04-18 05:20:16+02:00,5.4,73.8,14.11,23.24,32.08,2021-04-18 05:20:16+02:00
2021-04-18 05:25:19+02:00,5.3,73.8,13.3,17.59,20.97,2021-04-18 05:25:19+02:00
2021-04-18 05:30:16+02:00,5.4,73.8,14.01,22.53,30.7,2021-04-18 05:30:16+02:00
2021-04-18 05:35:16+02:00,5.4,74.0,10.94,16.94,22.56,2021-04-18 05:35:16+02:00
2021-04-18 05:40:16+02:00,5.4,74.0,11.1,14.18,16.42,2021-04-18 05:40:16+02:00
2021-04-18 05:45:21+02:00,5.3,74.3,11.6,21.52,31.58,2021-04-18 05:45:21+02:00
2021-04-18 05:50:16+02:00,5.3,74.5,7.5,12.72,17.85,2021-04-18 05:50:16+02:00
2021-04-18 05:55:17+02:00,5.3,74.6,9.31,17.47,25.76,2021-04-18 05:55:17+02:00
2021-04-18 06:00:18+02:00,5.2,74.9,4.09,8.73,13.59,2021-04-18 06:00:18+02:00
2021-04-18 06:05:16+02:00,5.3,74.9,10.59,14.51,17.79,2021-04-18 06:05:16+02:00
2021-04-18 06:10:16+02:00,5.3,74.9,15.56,25.43,34.96,2021-04-18 06:10:16+02:00
2021-04-18 06:15:16+02:00,5.3,75.2,12.57,20.42,27.97,2021-04-18 06:15:16+02:00
2021-04-18 06:20:16+02:00,5.3,75.2,8.14,13.28,18.23,2021-04-18 06:20:16+02:00
2021-04-18 06:25:16+02:00,5.2,75.4,8.55,12.19,15.36,2021-04-18 06:25:16+02:00
2021-04-18 06:30:17+02:00,5.2,75.2,8.75,9.64,9.64,2021-04-18 06:30:17+02:00
2021-04-18 06:35:16+02:00,5.2,75.5,9.9,17.59,25.28,2021-04-18 06:35:16+02:00
2021-04-18 06:40:16+02:00,5.2,75.5,12.91,22.76,32.57,2021-04-18 06:40:16+02:00
2021-04-18 06:45:16+02:00,5.3,75.2,6.73,7.42,7.42,2021-04-18 06:45:16+02:00
2021-04-18 06:50:16+02:00,5.3,75.5,12.79,14.09,14.09,2021-04-18 06:50:16+02:00
2021-04-18 06:55:16+02:00,5.3,75.3,8.75,9.64,9.64,2021-04-18 06:55:16+02:00
2021-04-18 07:00:16+02:00,5.3,75.7,9.72,16.33,22.81,2021-04-18 07:00:16+02:00
2021-04-18 07:05:19+02:00,5.2,75.9,10.88,20.47,30.24,2021-04-18 07:05:19+02:00
2021-04-18 07:10:21+02:00,5.3,75.8,17.5,19.28,19.28,2021-04-18 07:10:21+02:00
