time,temp,hum,PM1_pi,PM2.5_pi,PM10_pi,date
2021-03-20 19:55:16+01:00,4.8,38.9,1.69,3.89,6.22,2021-03-20 19:55:16+01:00
2021-03-20 20:00:16+01:00,4.3,39.4,4.53,7.88,11.2,2021-03-20 20:00:16+01:00
2021-03-20 20:05:17+01:00,4.1,39.8,3.37,3.71,3.71,2021-03-20 20:05:17+01:00
2021-03-20 20:10:17+01:00,3.9,40.5,2.21,7.45,13.22,2021-03-20 20:10:17+01:00
2021-03-20 20:15:17+01:00,3.9,40.8,4.84,9.98,15.33,2021-03-20 20:15:17+01:00
2021-03-20 20:20:18+01:00,3.9,41.0,4.04,4.45,4.45,2021-03-20 20:20:18+01:00
2021-03-20 20:25:16+01:00,4.0,41.0,2.02,2.23,2.23,2021-03-20 20:25:16+01:00
2021-03-20 20:30:19+01:00,3.8,41.4,4.71,5.19,5.19,2021-03-20 20:30:19+01:00
2021-03-20 20:35:16+01:00,3.8,41.4,4.04,4.45,4.45,2021-03-20 20:35:16+01:00
2021-03-20 20:40:16+01:00,3.8,40.9,3.39,7.78,12.44,2021-03-20 20:40:16+01:00
2021-03-20 20:45:16+01:00,3.8,40.9,5.39,5.93,5.93,2021-03-20 20:45:16+01:00
2021-03-20 20:50:16+01:00,3.8,40.6,5.28,13.04,21.34,2021-03-20 20:50:16+01:00
2021-03-20 20:55:16+01:00,4.0,40.0,3.34,11.38,20.24,2021-03-20 20:55:16+01:00
2021-03-20 21:00:16+01:00,4.0,39.4,5.57,11.17,16.95,2021-03-20 21:00:16+01:00
2021-03-20 21:10:16+01:00,3.5,40.3,4.71,5.19,5.19,2021-03-20 21:10:16+01:00
2021-03-20 21:15:16+01:00,3.4,42.3,10.05,14.74,18.95,2021-03-20 21:15:16+01:00
2021-03-20 21:20:16+01:00,3.8,41.5,9.31,17.45,25.71,2021-03-20 21:20:16+01:00
2021-03-20 21:25:16+01:00,4.0,41.2,3.43,12.01,21.48,2021-03-20 21:25:16+01:00
2021-03-20 21:30:16+01:00,3.9,41.3,5.88,13.3,21.14,2021-03-20 21:30:16+01:00
2021-03-20 21:35:16+01:00,3.8,40.7,4.6,8.36,12.15,2021-03-20 21:35:16+01:00
2021-03-20 21:40:16+01:00,3.8,40.2,11.04,25.48,40.8,2021-03-20 21:40:16+01:00
2021-03-20 21:45:16+01:00,3.9,40.1,1.73,4.11,6.65,2021-03-20 21:45:16+01:00
2021-03-20 21:50:16+01:00,4.1,39.8,2.69,2.97,2.97,2021-03-20 21:50:16+01:00
2021-03-20 21:55:16+01:00,3.8,40.6,4.14,13.01,22.73,2021-03-20 21:55:16+01:00
2021-03-20 22:00:17+01:00,3.8,41.1,6.64,10.69,14.57,2021-03-20 22:00:17+01:00
2021-03-20 22:05:16+01:00,3.4,41.7,4.04,4.45,4.45,2021-03-20 22:05:16+01:00
2021-03-20 22:10:17+01:00,3.7,41.7,3.34,11.38,20.24,2021-03-20 22:10:17+01:00
2021-03-20 22:15:34+01:00,3.9,41.3,1.35,1.48,1.48,2021-03-20 22:15:34+01:00
2021-03-20 22:20:16+01:00,3.9,41.3,3.88,7.29,10.76,2021-03-20 22:20:16+01:00
2021-03-20 22:25:18+01:00,4.0,41.0,5.42,10.07,14.79,2021-03-20 22:25:18+01:00
2021-03-20 22:30:16+01:00,4.0,41.0,9.52,14.96,20.11,2021-03-20 22:30:16+01:00
2021-03-20 22:35:16+01:00,4.0,41.9,10.27,20.14,30.3,2021-03-20 22:35:16+01:00
2021-03-20 22:40:16+01:00,3.9,42.4,4.71,5.19,5.19,2021-03-20 22:40:16+01:00
2021-03-20 22:45:16+01:00,3.6,44.4,2.97,8.79,15.14,2021-03-20 22:45:16+01:00
2021-03-20 22:50:16+01:00,3.5,45.1,4.17,5.33,6.18,2021-03-20 22:50:16+01:00
2021-03-20 22:55:16+01:00,3.6,44.7,4.6,8.36,12.14,2021-03-20 22:55:16+01:00
2021-03-20 23:00:16+01:00,3.8,45.5,4.71,5.19,5.19,2021-03-20 23:00:16+01:00
2021-03-20 23:05:17+01:00,3.3,46.6,6.06,6.68,6.68,2021-03-20 23:05:17+01:00
2021-03-20 23:10:16+01:00,3.3,47.3,5.39,5.93,5.93,2021-03-20 23:10:16+01:00
2021-03-20 23:15:16+01:00,3.8,46.1,6.06,6.68,6.68,2021-03-20 23:15:16+01:00
2021-03-20 23:20:16+01:00,3.6,46.7,3.1,5.77,8.48,2021-03-20 23:20:16+01:00
2021-03-20 23:25:16+01:00,3.5,47.0,5.49,14.52,24.27,2021-03-20 23:25:16+01:00
2021-03-20 23:30:16+01:00,3.2,48.0,5.39,5.93,5.93,2021-03-20 23:30:16+01:00
2021-03-20 23:35:16+01:00,3.3,48.0,4.7,12.92,21.84,2021-03-20 23:35:16+01:00
2021-03-20 23:40:16+01:00,3.2,48.4,3.55,5.02,6.28,2021-03-20 23:40:16+01:00
2021-03-20 23:45:16+01:00,3.2,49.3,4.53,11.75,19.53,2021-03-20 23:45:16+01:00
2021-03-20 23:50:16+01:00,3.2,49.6,2.06,6.41,11.18,2021-03-20 23:50:16+01:00
2021-03-20 23:55:16+01:00,3.3,49.4,9.59,15.43,21.03,2021-03-20 23:55:16+01:00
2021-03-21 00:00:16+01:00,3.0,50.5,3.36,11.51,20.49,2021-03-21 00:00:16+01:00
2021-03-21 00:05:16+01:00,3.1,50.4,4.04,4.45,4.45,2021-03-21 00:05:16+01:00
2021-03-21 00:10:16+01:00,2.6,51.3,2.06,6.41,11.18,2021-03-21 00:10:16+01:00
2021-03-21 00:15:16+01:00,2.7,51.1,3.13,5.98,8.89,2021-03-21 00:15:16+01:00
2021-03-21 00:20:16+01:00,2.9,50.8,3.45,8.22,13.3,2021-03-21 00:20:16+01:00
2021-03-21 00:25:16+01:00,3.2,49.5,4.71,5.19,5.19,2021-03-21 00:25:16+01:00
2021-03-21 00:30:16+01:00,3.0,50.4,3.57,5.13,6.5,2021-03-21 00:30:16+01:00
2021-03-21 00:35:16+01:00,3.0,50.3,1.19,4.35,7.84,2021-03-21 00:35:16+01:00
2021-03-21 00:40:16+01:00,3.1,49.7,6.06,6.68,6.68,2021-03-21 00:40:16+01:00
2021-03-21 00:45:16+01:00,3.3,49.6,3.16,10.16,17.84,2021-03-21 00:45:16+01:00
2021-03-21 00:50:19+01:00,3.0,50.4,4.89,14.26,24.47,2021-03-21 00:50:19+01:00
2021-03-21 00:55:16+01:00,3.1,50.4,16.67,29.24,41.74,2021-03-21 00:55:16+01:00
2021-03-21 01:00:16+01:00,3.1,50.5,2.52,5.7,9.07,2021-03-21 01:00:16+01:00
2021-03-21 01:05:16+01:00,2.7,52.7,4.54,7.95,11.34,2021-03-21 01:05:16+01:00
2021-03-21 01:10:19+01:00,2.8,52.5,3.24,6.78,10.48,2021-03-21 01:10:19+01:00
2021-03-21 01:15:16+01:00,2.8,52.4,5.43,18.0,31.83,2021-03-21 01:15:16+01:00
2021-03-21 01:20:16+01:00,3.0,50.9,4.17,13.21,23.12,2021-03-21 01:20:16+01:00
2021-03-21 01:25:16+01:00,2.9,50.6,1.71,4.03,6.49,2021-03-21 01:25:16+01:00
2021-03-21 01:30:16+01:00,3.0,50.8,5.39,5.93,5.93,2021-03-21 01:30:16+01:00
2021-03-21 01:35:16+01:00,3.0,50.6,5.42,10.09,14.82,2021-03-21 01:35:16+01:00
2021-03-21 01:40:16+01:00,2.9,50.6,1.35,1.48,1.48,2021-03-21 01:40:16+01:00
2021-03-21 01:45:16+01:00,2.8,50.6,3.91,7.51,11.19,2021-03-21 01:45:16+01:00
2021-03-21 01:50:16+01:00,2.8,50.9,3.36,11.51,20.49,2021-03-21 01:50:16+01:00
2021-03-21 01:55:21+01:00,2.3,53.5,3.37,3.71,3.71,2021-03-21 01:55:21+01:00
2021-03-21 02:00:16+01:00,2.4,53.6,2.17,7.21,12.75,2021-03-21 02:00:16+01:00
2021-03-21 02:05:16+01:00,2.1,55.3,5.13,8.09,10.88,2021-03-21 02:05:16+01:00
2021-03-21 02:10:16+01:00,2.2,54.5,3.37,3.71,3.71,2021-03-21 02:10:16+01:00
2021-03-21 02:15:16+01:00,2.5,51.2,7.29,11.3,15.06,2021-03-21 02:15:16+01:00
2021-03-21 02:20:16+01:00,2.6,51.3,6.75,11.44,16.05,2021-03-21 02:20:16+01:00
2021-03-21 02:25:16+01:00,2.5,53.5,4.19,9.4,14.9,2021-03-21 02:25:16+01:00
2021-03-21 02:30:16+01:00,2.6,54.2,4.97,14.83,25.59,2021-03-21 02:30:16+01:00
2021-03-21 02:35:21+01:00,2.6,54.1,2.02,2.23,2.23,2021-03-21 02:35:21+01:00
2021-03-21 02:40:16+01:00,2.6,54.1,2.02,2.23,2.23,2021-03-21 02:40:16+01:00
2021-03-21 02:45:16+01:00,2.5,54.6,4.17,5.33,6.18,2021-03-21 02:45:16+01:00
2021-03-21 02:50:16+01:00,2.6,53.4,8.42,15.23,22.06,2021-03-21 02:50:16+01:00
2021-03-21 02:55:16+01:00,2.5,54.2,5.79,16.58,28.31,2021-03-21 02:55:16+01:00
2021-03-21 03:00:16+01:00,2.5,54.2,2.69,2.97,2.97,2021-03-21 03:00:16+01:00
2021-03-21 03:05:16+01:00,2.6,53.5,4.04,4.45,4.45,2021-03-21 03:05:16+01:00
2021-03-21 03:10:16+01:00,2.5,53.1,3.38,11.67,20.81,2021-03-21 03:10:16+01:00
2021-03-21 03:15:16+01:00,2.6,52.1,3.49,8.49,13.84,2021-03-21 03:15:16+01:00
2021-03-21 03:20:16+01:00,2.8,51.6,4.04,4.45,4.45,2021-03-21 03:20:16+01:00
2021-03-21 03:25:18+01:00,2.7,52.0,4.19,9.4,14.9,2021-03-21 03:25:18+01:00
2021-03-21 03:30:16+01:00,2.7,52.0,1.69,3.89,6.22,2021-03-21 03:30:16+01:00
2021-03-21 03:35:16+01:00,2.7,51.8,7.55,13.11,18.62,2021-03-21 03:35:16+01:00
2021-03-21 03:40:16+01:00,2.5,51.4,3.24,10.65,18.81,2021-03-21 03:40:16+01:00
2021-03-21 03:45:16+01:00,2.6,50.2,5.48,18.34,32.5,2021-03-21 03:45:16+01:00
2021-03-21 03:50:16+01:00,2.7,49.7,2.69,2.97,2.97,2021-03-21 03:50:16+01:00
2021-03-21 03:55:16+01:00,2.5,49.8,3.37,3.71,3.71,2021-03-21 03:55:16+01:00
2021-03-21 04:00:16+01:00,2.5,49.6,3.37,3.71,3.71,2021-03-21 04:00:16+01:00
2021-03-21 04:05:16+01:00,2.6,49.0,6.64,18.53,31.44,2021-03-21 04:05:16+01:00
2021-03-21 04:10:16+01:00,2.5,49.5,1.71,4.03,6.49,2021-03-21 04:10:16+01:00
2021-03-21 04:15:16+01:00,2.7,49.3,1.08,3.56,6.28,2021-03-21 04:15:16+01:00
2021-03-21 04:20:16+01:00,2.8,49.2,3.2,10.4,18.3,2021-03-21 04:20:16+01:00
2021-03-21 04:25:16+01:00,2.7,49.6,4.11,12.82,22.36,2021-03-21 04:25:16+01:00
2021-03-21 04:30:16+01:00,2.6,49.7,4.46,11.29,18.62,2021-03-21 04:30:16+01:00
2021-03-21 04:35:16+01:00,2.5,49.3,4.95,6.87,8.49,2021-03-21 04:35:16+01:00
2021-03-21 04:40:16+01:00,2.5,49.6,6.36,8.79,10.83,2021-03-21 04:40:16+01:00
2021-03-21 04:45:17+01:00,2.4,49.8,2.02,2.23,2.23,2021-03-21 04:45:17+01:00
2021-03-21 04:50:16+01:00,2.7,48.8,3.31,7.24,11.37,2021-03-21 04:50:16+01:00
2021-03-21 04:55:16+01:00,2.5,49.1,6.11,14.91,24.32,2021-03-21 04:55:16+01:00
2021-03-21 05:00:16+01:00,2.6,48.9,3.16,10.16,17.84,2021-03-21 05:00:16+01:00
2021-03-21 05:05:16+01:00,2.7,48.7,2.69,2.97,2.97,2021-03-21 05:05:16+01:00
2021-03-21 05:10:16+01:00,2.7,48.8,4.71,5.19,5.19,2021-03-21 05:10:16+01:00
2021-03-21 05:15:16+01:00,2.7,48.5,3.9,7.39,10.96,2021-03-21 05:15:16+01:00
2021-03-21 05:20:16+01:00,2.7,48.6,5.15,8.22,11.14,2021-03-21 05:20:16+01:00
2021-03-21 05:25:16+01:00,2.7,49.0,4.6,8.36,12.14,2021-03-21 05:25:16+01:00
2021-03-21 05:30:16+01:00,2.3,49.4,5.85,9.17,12.29,2021-03-21 05:30:16+01:00
2021-03-21 05:40:16+01:00,2.5,49.7,4.04,4.45,4.45,2021-03-21 05:40:16+01:00
2021-03-21 05:45:16+01:00,2.7,49.2,5.82,12.9,20.36,2021-03-21 05:45:16+01:00
2021-03-21 05:50:16+01:00,2.7,48.8,1.17,4.2,7.54,2021-03-21 05:50:16+01:00
2021-03-21 05:55:16+01:00,2.6,48.4,7.06,17.53,28.75,2021-03-21 05:55:16+01:00
2021-03-21 06:00:16+01:00,2.5,49.7,2.02,2.23,2.23,2021-03-21 06:00:16+01:00
2021-03-21 06:05:16+01:00,2.4,49.8,2.69,2.97,2.97,2021-03-21 06:05:16+01:00
2021-03-21 06:10:16+01:00,2.5,49.5,3.96,11.74,20.23,2021-03-21 06:10:16+01:00
2021-03-21 06:15:16+01:00,2.4,50.2,11.87,27.37,43.8,2021-03-21 06:15:16+01:00
2021-03-21 06:20:16+01:00,2.1,54.1,2.38,4.7,7.1,2021-03-21 06:20:16+01:00
2021-03-21 06:25:16+01:00,2.1,54.8,6.63,18.48,31.34,2021-03-21 06:25:16+01:00
2021-03-21 06:30:16+01:00,2.0,54.8,1.56,2.99,4.45,2021-03-21 06:30:16+01:00
2021-03-21 06:35:16+01:00,2.2,54.8,4.71,5.19,5.19,2021-03-21 06:35:16+01:00
2021-03-21 06:40:16+01:00,2.4,53.8,4.83,9.92,15.22,2021-03-21 06:40:16+01:00
2021-03-21 06:45:16+01:00,2.5,53.4,5.17,16.24,28.36,2021-03-21 06:45:16+01:00
2021-03-21 06:50:16+01:00,2.0,55.1,4.53,11.75,19.53,2021-03-21 06:50:16+01:00
2021-03-21 06:55:17+01:00,2.2,54.4,3.69,9.85,16.5,2021-03-21 06:55:17+01:00
2021-03-21 07:00:19+01:00,2.6,53.1,1.69,3.89,6.22,2021-03-21 07:00:19+01:00
2021-03-21 07:05:16+01:00,2.6,53.1,3.78,6.61,9.41,2021-03-21 07:05:16+01:00
2021-03-21 07:10:16+01:00,2.8,52.0,2.85,8.01,13.6,2021-03-21 07:10:16+01:00
2021-03-21 07:15:16+01:00,2.8,50.4,8.64,24.55,41.84,2021-03-21 07:15:16+01:00
2021-03-21 07:20:16+01:00,2.9,50.5,2.34,4.43,6.57,2021-03-21 07:20:16+01:00
2021-03-21 07:25:18+01:00,2.8,50.7,2.02,2.23,2.23,2021-03-21 07:25:18+01:00
2021-03-21 07:30:16+01:00,2.8,51.2,3.08,5.65,8.25,2021-03-21 07:30:16+01:00
2021-03-21 07:35:16+01:00,2.8,50.6,6.35,16.51,27.46,2021-03-21 07:35:16+01:00
2021-03-21 07:40:16+01:00,2.9,50.2,5.39,5.93,5.93,2021-03-21 07:40:16+01:00
2021-03-21 07:45:16+01:00,2.8,50.0,4.04,4.45,4.45,2021-03-21 07:45:16+01:00
2021-03-21 07:50:16+01:00,2.4,51.5,4.04,4.45,4.45,2021-03-21 07:50:16+01:00
2021-03-21 07:55:16+01:00,2.8,50.3,3.93,11.56,19.87,2021-03-21 07:55:16+01:00
2021-03-21 08:00:22+01:00,2.6,52.6,3.12,5.96,8.86,2021-03-21 08:00:22+01:00
2021-03-21 08:05:19+01:00,2.5,53.3,5.95,13.78,22.09,2021-03-21 08:05:19+01:00
2021-03-21 08:10:16+01:00,2.5,53.3,5.1,7.89,10.5,2021-03-21 08:10:16+01:00
2021-03-21 08:15:16+01:00,2.7,53.0,4.6,8.36,12.15,2021-03-21 08:15:16+01:00
2021-03-21 08:20:16+01:00,2.5,53.4,6.98,20.88,36.06,2021-03-21 08:20:16+01:00
2021-03-21 08:25:16+01:00,2.6,53.0,1.69,3.89,6.22,2021-03-21 08:25:16+01:00
2021-03-21 08:30:16+01:00,2.5,53.4,5.1,7.87,10.45,2021-03-21 08:30:16+01:00
2021-03-21 08:35:19+01:00,2.5,53.8,2.69,2.97,2.97,2021-03-21 08:35:19+01:00
2021-03-21 08:40:19+01:00,2.6,53.1,3.91,7.51,11.19,2021-03-21 08:40:19+01:00
2021-03-21 08:45:16+01:00,2.7,53.1,1.35,1.48,1.48,2021-03-21 08:45:16+01:00
2021-03-21 08:50:16+01:00,2.7,52.9,4.72,9.2,13.79,2021-03-21 08:50:16+01:00
2021-03-21 08:55:16+01:00,2.7,53.3,5.48,10.53,15.69,2021-03-21 08:55:16+01:00
2021-03-21 09:00:16+01:00,2.7,52.8,6.88,12.36,17.86,2021-03-21 09:00:16+01:00
2021-03-21 09:05:16+01:00,2.7,52.7,5.49,14.53,24.29,2021-03-21 09:05:16+01:00
2021-03-21 09:10:16+01:00,2.7,52.5,4.04,4.45,4.45,2021-03-21 09:10:16+01:00
2021-03-21 09:15:18+01:00,2.8,52.1,5.27,13.01,21.3,2021-03-21 09:15:18+01:00
2021-03-21 09:20:16+01:00,2.8,52.1,9.9,29.36,50.58,2021-03-21 09:20:16+01:00
2021-03-21 09:25:16+01:00,2.9,52.1,5.68,19.78,35.33,2021-03-21 09:25:16+01:00
2021-03-21 09:30:16+01:00,3.0,51.9,4.54,7.95,11.34,2021-03-21 09:30:16+01:00
2021-03-21 09:35:16+01:00,3.3,50.6,6.06,6.68,6.68,2021-03-21 09:35:16+01:00
2021-03-21 09:40:19+01:00,3.1,48.0,3.58,13.05,23.53,2021-03-21 09:40:19+01:00
2021-03-21 09:45:16+01:00,3.1,48.0,1.73,4.11,6.65,2021-03-21 09:45:16+01:00
2021-03-21 09:50:16+01:00,3.5,49.4,4.61,8.43,12.28,2021-03-21 09:50:16+01:00
2021-03-21 09:55:21+01:00,3.1,48.6,6.06,6.68,6.68,2021-03-21 09:55:21+01:00
2021-03-21 10:00:16+01:00,3.1,48.5,6.15,19.08,33.24,2021-03-21 10:00:16+01:00
2021-03-21 10:05:18+01:00,3.3,48.0,4.04,4.45,4.45,2021-03-21 10:05:18+01:00
2021-03-21 10:10:16+01:00,3.3,48.0,2.02,2.23,2.23,2021-03-21 10:10:16+01:00
2021-03-21 10:15:16+01:00,3.8,46.6,3.18,10.3,18.12,2021-03-21 10:15:16+01:00
2021-03-21 10:20:19+01:00,4.2,45.8,6.06,6.68,6.68,2021-03-21 10:20:19+01:00
2021-03-21 10:25:16+01:00,4.2,45.8,0.67,0.74,0.74,2021-03-21 10:25:16+01:00
2021-03-21 10:30:16+01:00,4.0,45.0,2.34,8.39,15.07,2021-03-21 10:30:16+01:00
2021-03-21 10:35:16+01:00,3.7,45.3,4.8,9.75,14.88,2021-03-21 10:35:16+01:00
2021-03-21 10:40:16+01:00,4.0,44.9,7.62,9.67,11.14,2021-03-21 10:40:16+01:00
2021-03-21 10:45:16+01:00,4.8,43.6,2.69,2.97,2.97,2021-03-21 10:45:16+01:00
2021-03-21 10:50:16+01:00,4.8,43.4,1.73,4.11,6.65,2021-03-21 10:50:16+01:00
2021-03-21 10:55:16+01:00,4.4,44.8,5.47,10.48,15.59,2021-03-21 10:55:16+01:00
2021-03-21 11:00:16+01:00,4.2,45.2,4.11,12.82,22.36,2021-03-21 11:00:16+01:00
2021-03-21 11:05:16+01:00,4.3,44.6,6.73,7.42,7.42,2021-03-21 11:05:16+01:00
2021-03-21 11:10:16+01:00,3.9,44.5,6.34,16.51,27.46,2021-03-21 11:10:16+01:00
2021-03-21 11:15:16+01:00,4.1,45.3,6.73,7.42,7.42,2021-03-21 11:15:16+01:00
2021-03-21 11:20:16+01:00,4.0,46.0,4.04,8.38,12.91,2021-03-21 11:20:16+01:00
2021-03-21 11:25:19+01:00,4.0,46.0,3.93,11.56,19.87,2021-03-21 11:25:19+01:00
2021-03-21 11:30:16+01:00,4.0,46.0,6.73,7.42,7.42,2021-03-21 11:30:16+01:00
2021-03-21 11:35:16+01:00,4.4,44.9,1.69,3.89,6.22,2021-03-21 11:35:16+01:00
2021-03-21 11:40:16+01:00,4.5,45.0,6.38,16.72,27.87,2021-03-21 11:40:16+01:00
2021-03-21 11:45:16+01:00,4.8,43.9,5.19,8.52,11.74,2021-03-21 11:45:16+01:00
2021-03-21 11:50:16+01:00,4.9,44.2,2.69,2.97,2.97,2021-03-21 11:50:16+01:00
2021-03-21 11:55:16+01:00,5.1,43.3,4.96,14.77,25.47,2021-03-21 11:55:16+01:00
2021-03-21 12:00:16+01:00,5.2,42.4,6.55,10.06,13.33,2021-03-21 12:00:16+01:00
2021-03-21 12:05:16+01:00,5.1,41.7,6.52,21.67,38.34,2021-03-21 12:05:16+01:00
2021-03-21 12:10:16+01:00,5.0,42.3,4.29,6.2,7.89,2021-03-21 12:10:16+01:00
2021-03-21 12:15:16+01:00,5.0,41.9,6.06,6.68,6.68,2021-03-21 12:15:16+01:00
2021-03-21 12:20:16+01:00,5.1,41.8,2.48,5.41,8.5,2021-03-21 12:20:16+01:00
2021-03-21 12:25:16+01:00,5.0,41.5,7.43,24.05,42.29,2021-03-21 12:25:16+01:00
2021-03-21 12:30:16+01:00,5.0,42.0,6.6,14.36,22.52,2021-03-21 12:30:16+01:00
2021-03-21 12:35:16+01:00,4.8,41.6,6.73,7.42,7.42,2021-03-21 12:35:16+01:00
2021-03-21 12:40:18+01:00,4.8,42.4,4.04,4.45,4.45,2021-03-21 12:40:18+01:00
2021-03-21 12:45:17+01:00,5.0,42.2,2.89,8.26,14.11,2021-03-21 12:45:17+01:00
2021-03-21 12:50:17+01:00,5.1,43.0,4.76,9.44,14.26,2021-03-21 12:50:17+01:00
2021-03-21 12:55:16+01:00,4.5,44.0,4.54,7.93,11.3,2021-03-21 12:55:16+01:00
2021-03-21 13:00:19+01:00,4.6,44.9,6.04,14.39,23.3,2021-03-21 13:00:19+01:00
2021-03-21 13:05:16+01:00,4.6,44.9,2.21,7.45,13.22,2021-03-21 13:05:16+01:00
2021-03-21 13:10:16+01:00,4.4,45.7,7.92,11.71,15.14,2021-03-21 13:10:16+01:00
2021-03-21 13:15:18+01:00,4.4,45.5,9.31,17.46,25.75,2021-03-21 13:15:18+01:00
2021-03-21 13:20:16+01:00,4.4,45.5,12.05,16.81,20.88,2021-03-21 13:20:16+01:00
2021-03-21 13:25:17+01:00,4.4,45.8,2.21,7.45,13.22,2021-03-21 13:25:17+01:00
2021-03-21 13:30:16+01:00,4.3,46.2,6.73,7.42,7.42,2021-03-21 13:30:16+01:00
2021-03-21 13:35:16+01:00,4.2,46.7,2.09,6.63,11.61,2021-03-21 13:35:16+01:00
2021-03-21 13:40:18+01:00,4.2,46.8,2.69,2.97,2.97,2021-03-21 13:40:18+01:00
2021-03-21 13:45:16+01:00,4.2,47.3,6.06,6.68,6.68,2021-03-21 13:45:16+01:00
2021-03-21 13:50:16+01:00,4.3,47.3,7.86,11.29,14.33,2021-03-21 13:50:16+01:00
2021-03-21 13:55:16+01:00,4.2,47.4,7.56,21.03,35.64,2021-03-21 13:55:16+01:00
2021-03-21 14:00:16+01:00,4.3,47.8,2.69,2.97,2.97,2021-03-21 14:00:16+01:00
2021-03-21 14:05:16+01:00,4.3,47.9,7.62,9.67,11.14,2021-03-21 14:05:16+01:00
2021-03-21 14:10:16+01:00,4.5,48.1,4.71,5.19,5.19,2021-03-21 14:10:16+01:00
2021-03-21 14:15:16+01:00,4.4,48.7,6.43,13.15,20.13,2021-03-21 14:15:16+01:00
2021-03-21 14:20:16+01:00,4.5,48.4,2.69,2.97,2.97,2021-03-21 14:20:16+01:00
2021-03-21 14:25:16+01:00,4.7,47.7,3.22,6.59,10.1,2021-03-21 14:25:16+01:00
2021-03-21 14:30:16+01:00,4.5,47.6,3.37,3.71,3.71,2021-03-21 14:30:16+01:00
2021-03-21 14:35:16+01:00,4.5,47.8,3.76,6.45,9.1,2021-03-21 14:35:16+01:00
2021-03-21 14:40:16+01:00,4.7,47.2,3.34,7.45,11.79,2021-03-21 14:40:16+01:00
2021-03-21 14:45:16+01:00,4.9,47.0,3.28,10.98,19.45,2021-03-21 14:45:16+01:00
2021-03-21 14:50:16+01:00,4.8,47.3,6.06,6.68,6.68,2021-03-21 14:50:16+01:00
2021-03-21 14:55:16+01:00,5.0,47.3,3.31,11.14,19.77,2021-03-21 14:55:16+01:00
2021-03-21 15:00:16+01:00,4.7,47.9,0.67,0.74,0.74,2021-03-21 15:00:16+01:00
2021-03-21 15:05:16+01:00,4.6,48.5,1.19,4.29,7.73,2021-03-21 15:05:16+01:00
2021-03-21 15:10:19+01:00,4.5,47.9,6.9,16.44,26.61,2021-03-21 15:10:19+01:00
2021-03-21 15:15:18+01:00,4.8,47.9,5.39,5.93,5.93,2021-03-21 15:15:18+01:00
2021-03-21 15:20:16+01:00,4.8,47.9,4.54,7.95,11.34,2021-03-21 15:20:16+01:00
2021-03-21 15:25:16+01:00,4.8,48.1,5.31,9.32,13.32,2021-03-21 15:25:16+01:00
2021-03-21 15:30:16+01:00,4.8,48.1,4.96,10.83,17.0,2021-03-21 15:30:16+01:00
2021-03-21 15:35:16+01:00,4.7,48.3,8.15,13.3,18.26,2021-03-21 15:35:16+01:00
2021-03-21 15:40:16+01:00,4.8,48.6,3.78,6.61,9.41,2021-03-21 15:40:16+01:00
2021-03-21 15:45:16+01:00,4.8,48.8,6.06,6.68,6.68,2021-03-21 15:45:16+01:00
2021-03-21 15:50:18+01:00,4.8,48.8,2.89,8.26,14.11,2021-03-21 15:50:18+01:00
2021-03-21 15:55:16+01:00,4.8,48.8,4.68,8.86,13.13,2021-03-21 15:55:16+01:00
2021-03-21 16:00:21+01:00,4.8,49.0,6.73,7.42,7.42,2021-03-21 16:00:21+01:00
2021-03-21 16:05:19+01:00,4.8,49.0,2.08,6.55,11.44,2021-03-21 16:05:19+01:00
2021-03-21 16:10:16+01:00,4.9,49.5,9.42,18.22,27.23,2021-03-21 16:10:16+01:00
2021-03-21 16:15:16+01:00,5.0,49.4,6.73,7.42,7.42,2021-03-21 16:15:16+01:00
2021-03-21 16:20:17+01:00,5.4,49.2,2.69,2.97,2.97,2021-03-21 16:20:17+01:00
2021-03-21 16:25:16+01:00,5.3,49.7,8.08,8.9,8.9,2021-03-21 16:25:16+01:00
2021-03-21 16:30:16+01:00,5.0,49.7,5.3,9.29,13.25,2021-03-21 16:30:16+01:00
2021-03-21 16:35:16+01:00,5.0,50.2,2.64,6.52,10.67,2021-03-21 16:35:16+01:00
2021-03-21 16:40:16+01:00,5.1,49.8,5.78,16.51,28.19,2021-03-21 16:40:16+01:00
2021-03-21 16:45:16+01:00,5.3,50.2,8.81,21.81,35.74,2021-03-21 16:45:16+01:00
2021-03-21 16:50:16+01:00,5.5,49.9,4.71,5.19,5.19,2021-03-21 16:50:16+01:00
2021-03-21 16:55:16+01:00,5.2,50.3,1.69,3.89,6.22,2021-03-21 16:55:16+01:00
2021-03-21 17:00:16+01:00,5.2,50.5,4.34,10.48,17.03,2021-03-21 17:00:16+01:00
2021-03-21 17:05:16+01:00,4.9,50.2,8.08,8.9,8.9,2021-03-21 17:05:16+01:00
2021-03-21 17:10:16+01:00,5.0,50.0,4.04,4.45,4.45,2021-03-21 17:10:16+01:00
2021-03-21 17:15:17+01:00,5.1,50.1,1.69,3.89,6.22,2021-03-21 17:15:17+01:00
2021-03-21 17:20:16+01:00,5.3,50.2,3.93,7.59,11.34,2021-03-21 17:20:16+01:00
2021-03-21 17:25:16+01:00,5.4,49.8,2.06,6.41,11.18,2021-03-21 17:25:16+01:00
2021-03-21 17:30:16+01:00,5.1,50.2,7.0,13.18,19.47,2021-03-21 17:30:16+01:00
