hour_t0,temp_pi_t0,hum_pi_t0,wind_speed_t0,precip_t0,PM2.5_pi_t0,PM10_pi_t0,hour_t1,temp_pi_t1,hum_pi_t1,wind_speed_t1,precip_t1,PM2.5_pi_t1,PM10_pi_t1,hour_t2,temp_pi_t2,hum_pi_t2,wind_speed_t2,precip_t2,PM2.5_pi_t2,PM10_pi_t2,hour_t3,temp_pi_t3,hum_pi_t3,wind_speed_t3,precip_t3,PM2.5_pi_t3,PM10_pi_t3,hour_t4,temp_pi_t4,hum_pi_t4,wind_speed_t4,precip_t4,PM2.5_pi_t4,PM10_pi_t4,hour_t5,temp_pi_t5,hum_pi_t5,wind_speed_t5,precip_t5,PM2.5_pi_t5,PM10_pi_t5,PM2.5_pi,PM10_pi
21.0,12.908333333333331,55.133333333333326,6.9899354,0.0,11.966666666666669,17.74416666666666,22.0,11.875,59.76666666666666,6.792466,0.0,8.160000000000002,9.2375,23.0,11.083333333333334,60.41666666666666,5.692099,0.0,11.775833333333331,17.069999999999997,0.0,10.51666666666667,60.39166666666667,6.489992,0.0,13.268333333333333,20.064166666666665,1.0,9.749999999999998,63.35,6.792466,0.0,11.015833333333331,16.286666666666665,2.0,8.983333333333333,65.33333333333333,8.766573,0.0,9.482500000000002,13.39,12.421666666666669,18.3975
0.0,10.51666666666667,60.39166666666667,6.489992,0.0,13.268333333333333,20.064166666666665,1.0,9.749999999999998,63.35,6.792466,0.0,11.015833333333331,16.286666666666665,2.0,8.983333333333333,65.33333333333333,8.766573,0.0,9.482500000000002,13.39,3.0,8.4,66.96666666666667,5.3517847000000005,0.0,12.421666666666669,18.3975,4.0,8.066666666666666,67.68333333333332,0.8049845,0.0,13.949166666666668,20.92833333333333,5.0,7.75,70.05833333333334,0.35999998,0.0,16.333333333333332,24.66,11.534166666666666,15.636666666666663
3.0,8.4,66.96666666666667,5.3517847000000005,0.0,12.421666666666669,18.3975,4.0,8.066666666666666,67.68333333333332,0.8049845,0.0,13.949166666666668,20.92833333333333,5.0,7.75,70.05833333333334,0.35999998,0.0,16.333333333333332,24.66,6.0,7.491666666666666,72.54166666666667,1.08,0.0,11.534166666666666,15.636666666666663,7.0,8.299999999999999,66.3,2.0991426,0.0,10.999999999999998,15.243333333333332,8.0,9.275,61.13333333333333,2.6208394,0.0,11.778333333333334,16.41583333333333,12.148333333333332,16.965833333333332
6.0,7.491666666666666,72.54166666666667,1.08,0.0,11.534166666666666,15.636666666666663,7.0,8.299999999999999,66.3,2.0991426,0.0,10.999999999999998,15.243333333333332,8.0,9.275,61.13333333333333,2.6208394,0.0,11.778333333333334,16.41583333333333,9.0,12.4,53.85,2.3051248,0.0,12.148333333333332,16.965833333333332,10.0,15.766666666666666,47.575,2.52,0.0,16.39166666666667,23.40000000000001,11.0,19.78333333333333,39.766666666666666,3.0547013,0.0,14.791666666666666,19.17833333333333,12.465833333333336,17.948333333333334
9.0,12.4,53.85,2.3051248,0.0,12.148333333333332,16.965833333333332,10.0,15.766666666666666,47.575,2.52,0.0,16.39166666666667,23.40000000000001,11.0,19.78333333333333,39.766666666666666,3.0547013,0.0,14.791666666666666,19.17833333333333,12.0,20.725,37.225,4.39436,0.0,12.465833333333336,17.948333333333334,13.0,22.10833333333333,33.458333333333336,5.6002855,0.0,12.571666666666667,18.21583333333333,14.0,20.075,35.233333333333334,7.8954163,0.0,9.651666666666666,13.368333333333334,11.705,17.5275
12.0,20.725,37.225,4.39436,0.0,12.465833333333336,17.948333333333334,13.0,22.10833333333333,33.458333333333336,5.6002855,0.0,12.571666666666667,18.21583333333333,14.0,20.075,35.233333333333334,7.8954163,0.0,9.651666666666666,13.368333333333334,15.0,19.258333333333333,37.475,8.287822,0.0,11.705,17.5275,16.0,17.241666666666667,40.12499999999999,9.290511,0.0,14.685833333333331,21.836666666666662,17.0,16.21666666666667,43.56666666666667,11.27553,0.0,12.533333333333331,16.765833333333333,14.669166666666667,20.848333333333333
15.0,19.258333333333333,37.475,8.287822,0.0,11.705,17.5275,16.0,17.241666666666667,40.12499999999999,9.290511,0.0,14.685833333333331,21.836666666666662,17.0,16.21666666666667,43.56666666666667,11.27553,0.0,12.533333333333331,16.765833333333333,18.0,15.416666666666664,46.775000000000006,11.183201,0.0,14.669166666666667,20.848333333333333,19.0,14.241666666666667,51.46666666666668,12.24,0.0,26.515833333333337,32.256666666666675,20.0,13.633333333333333,52.175,11.113451,0.0,17.235833333333332,22.1275,13.737500000000004,18.41916666666667
18.0,15.416666666666664,46.775000000000006,11.183201,0.0,14.669166666666667,20.848333333333333,19.0,14.241666666666667,51.46666666666668,12.24,0.0,26.515833333333337,32.256666666666675,20.0,13.633333333333333,52.175,11.113451,0.0,17.235833333333332,22.1275,21.0,13.383333333333336,52.208333333333336,10.538843,0.0,13.737500000000004,18.41916666666667,22.0,12.925,56.25,11.013882,0.0,17.614166666666666,21.0225,23.0,12.641666666666666,55.583333333333336,10.105681,0.0,13.864166666666668,18.669166666666666,14.836666666666666,19.026666666666667
21.0,13.383333333333336,52.208333333333336,10.538843,0.0,13.737500000000004,18.41916666666667,22.0,12.925,56.25,11.013882,0.0,17.614166666666666,21.0225,23.0,12.641666666666666,55.583333333333336,10.105681,0.0,13.864166666666668,18.669166666666666,0.0,13.341666666666669,60.74166666666667,8.161764,0.0,14.836666666666666,19.026666666666667,1.0,12.091666666666669,70.53333333333335,27.691935,1.1,8.13,10.970833333333331,2.0,10.6875,76.97500000000001,16.548256,0.9,6.026250000000001,10.060000000000002,5.43,8.61111111111111
0.0,13.341666666666669,60.74166666666667,8.161764,0.0,14.836666666666666,19.026666666666667,1.0,12.091666666666669,70.53333333333335,27.691935,1.1,8.13,10.970833333333331,2.0,10.6875,76.97500000000001,16.548256,0.9,6.026250000000001,10.060000000000002,3.0,10.066666666666666,78.56666666666666,16.75064,1.1,5.43,8.61111111111111,4.0,9.5875,81.2375,18.11841,4.0,4.69125,7.617500000000001,5.0,9.214285714285714,77.04285714285713,19.95972,1.4,4.0214285714285705,6.784285714285715,3.2583333333333333,5.6933333333333325
3.0,10.066666666666666,78.56666666666666,16.75064,1.1,5.43,8.61111111111111,4.0,9.5875,81.2375,18.11841,4.0,4.69125,7.617500000000001,5.0,9.214285714285714,77.04285714285713,19.95972,1.4,4.0214285714285705,6.784285714285715,6.0,8.733333333333334,73.66666666666667,20.969805,2.6,3.2583333333333333,5.6933333333333325,7.0,8.2875,69.48750000000001,22.253124,0.7,4.062499999999999,7.005000000000001,8.0,8.68,64.74,24.858253,0.0,4.146,6.938,4.46,7.5175
6.0,8.733333333333334,73.66666666666667,20.969805,2.6,3.2583333333333333,5.6933333333333325,7.0,8.2875,69.48750000000001,22.253124,0.7,4.062499999999999,7.005000000000001,8.0,8.68,64.74,24.858253,0.0,4.146,6.938,9.0,10.9,54.85,25.050413,0.0,4.46,7.5175,10.0,11.8,47.66,25.325686,0.0,4.378,7.25,11.0,14.53,43.36999999999999,24.130743,0.0,3.917,6.415000000000001,4.705,7.891
9.0,10.9,54.85,25.050413,0.0,4.46,7.5175,10.0,11.8,47.66,25.325686,0.0,4.378,7.25,11.0,14.53,43.36999999999999,24.130743,0.0,3.917,6.415000000000001,12.0,14.9,41.120000000000005,24.842607,0.0,4.705,7.891,13.0,15.2125,38.425,26.727423,0.0,4.43875,6.75875,14.0,14.25,37.725,23.759998,0.0,5.244166666666667,8.764166666666666,6.056,9.904
12.0,14.9,41.120000000000005,24.842607,0.0,4.705,7.891,13.0,15.2125,38.425,26.727423,0.0,4.43875,6.75875,14.0,14.25,37.725,23.759998,0.0,5.244166666666667,8.764166666666666,15.0,14.65,37.41,24.503809,0.0,6.056,9.904,16.0,13.411111111111111,37.68888888888889,23.933907,0.0,3.967777777777778,6.607777777777778,17.0,12.18888888888889,39.91111111111111,22.862123,0.0,5.08,8.556666666666665,6.218181818181818,9.17
15.0,14.65,37.41,24.503809,0.0,6.056,9.904,16.0,13.411111111111111,37.68888888888889,23.933907,0.0,3.967777777777778,6.607777777777778,17.0,12.18888888888889,39.91111111111111,22.862123,0.0,5.08,8.556666666666665,18.0,11.318181818181817,42.24545454545455,17.227420000000002,0.0,6.218181818181818,9.17,19.0,10.55,44.44166666666666,9.565437,0.0,5.516666666666667,8.1625,20.0,10.11,47.87,7.10031,0.0,5.361,8.107000000000001,8.223333333333333,10.615833333333333
18.0,11.318181818181817,42.24545454545455,17.227420000000002,0.0,6.218181818181818,9.17,19.0,10.55,44.44166666666666,9.565437,0.0,5.516666666666667,8.1625,20.0,10.11,47.87,7.10031,0.0,5.361,8.107000000000001,21.0,9.883333333333336,50.225,8.587338,0.0,8.223333333333333,10.615833333333333,22.0,9.316666666666666,54.241666666666674,9.021574,0.0,10.541666666666666,16.376666666666665,23.0,8.6,58.325,6.0347,0.0,10.125000000000002,15.913333333333334,6.236,9.613
21.0,9.883333333333336,50.225,8.587338,0.0,8.223333333333333,10.615833333333333,22.0,9.316666666666666,54.241666666666674,9.021574,0.0,10.541666666666666,16.376666666666665,23.0,8.6,58.325,6.0347,0.0,10.125000000000002,15.913333333333334,0.0,8.0,62.7,5.7599998,0.0,6.236,9.613,1.0,7.43,62.45,6.4799995,0.0,5.787,9.666,1.0,7.43,62.45,6.638072,0.0,5.787,9.666,7.047272727272727,11.18727272727273
0.0,8.0,62.7,5.7599998,0.0,6.236,9.613,1.0,7.43,62.45,6.4799995,0.0,5.787,9.666,1.0,7.43,62.45,6.638072,0.0,5.787,9.666,2.0,6.881818181818181,64.03636363636363,5.937272,0.0,7.047272727272727,11.18727272727273,3.0,6.658333333333332,67.45,3.4152596,0.0,5.520833333333333,9.129166666666668,4.0,6.150000000000001,68.73333333333333,1.1384199,0.0,6.378333333333333,8.960833333333332,8.175833333333333,11.664166666666668
2.0,6.881818181818181,64.03636363636363,5.937272,0.0,7.047272727272727,11.18727272727273,3.0,6.658333333333332,67.45,3.4152596,0.0,5.520833333333333,9.129166666666668,4.0,6.150000000000001,68.73333333333333,1.1384199,0.0,6.378333333333333,8.960833333333332,5.0,5.716666666666668,68.98333333333332,4.1046314,0.0,8.175833333333333,11.664166666666668,6.0,5.4363636363636365,70.91818181818181,2.52,0.0,7.4,11.557272727272728,7.0,6.166666666666665,69.29166666666667,1.4399999,0.0,5.735833333333333,7.756666666666667,5.347272727272728,8.693636363636363
5.0,5.716666666666668,68.98333333333332,4.1046314,0.0,8.175833333333333,11.664166666666668,6.0,5.4363636363636365,70.91818181818181,2.52,0.0,7.4,11.557272727272728,7.0,6.166666666666665,69.29166666666667,1.4399999,0.0,5.735833333333333,7.756666666666667,8.0,7.209090909090909,61.91818181818182,0.5091169,0.0,5.347272727272728,8.693636363636363,9.0,10.679999999999998,50.55,1.08,0.0,4.264,6.738999999999999,10.0,15.188888888888888,39.51111111111111,1.609969,0.0,3.856666666666666,5.755555555555556,5.673,9.295
8.0,7.209090909090909,61.91818181818182,0.5091169,0.0,5.347272727272728,8.693636363636363,9.0,10.679999999999998,50.55,1.08,0.0,4.264,6.738999999999999,10.0,15.188888888888888,39.51111111111111,1.609969,0.0,3.856666666666666,5.755555555555556,11.0,19.37,32.56,3.96,0.0,5.673,9.295,12.0,22.045454545454547,29.4,5.0142193,0.0,4.439999999999999,6.713636363636365,13.0,22.66363636363636,28.70909090909091,7.289444,0.0,4.829090909090909,7.088181818181818,7.0775,11.476666666666668
11.0,19.37,32.56,3.96,0.0,5.673,9.295,12.0,22.045454545454547,29.4,5.0142193,0.0,4.439999999999999,6.713636363636365,13.0,22.66363636363636,28.70909090909091,7.289444,0.0,4.829090909090909,7.088181818181818,14.0,22.649999999999995,28.625,7.342588,0.0,7.0775,11.476666666666668,15.0,19.5,33.27,8.209263,0.0,7.685,12.681,16.0,16.645454545454545,38.71818181818182,9.227524,0.0,6.626363636363636,10.42909090909091,8.286666666666667,13.0125
14.0,22.649999999999995,28.625,7.342588,0.0,7.0775,11.476666666666668,15.0,19.5,33.27,8.209263,0.0,7.685,12.681,16.0,16.645454545454545,38.71818181818182,9.227524,0.0,6.626363636363636,10.42909090909091,17.0,15.433333333333332,43.54166666666666,6.830519000000001,0.0,8.286666666666667,13.0125,18.0,14.508333333333336,45.76666666666666,5.3517847000000005,0.0,9.799166666666665,15.931666666666665,19.0,13.591666666666669,50.36666666666667,6.3690495,0.0,9.5125,13.694166666666666,9.7675,13.777500000000002
17.0,15.433333333333332,43.54166666666666,6.830519000000001,0.0,8.286666666666667,13.0125,18.0,14.508333333333336,45.76666666666666,5.3517847000000005,0.0,9.799166666666665,15.931666666666665,19.0,13.591666666666669,50.36666666666667,6.3690495,0.0,9.5125,13.694166666666666,20.0,12.708333333333334,54.725,8.854828999999999,0.0,9.7675,13.777500000000002,21.0,11.908333333333331,55.633333333333326,8.217153,0.0,7.718333333333334,11.42,22.0,11.127272727272729,57.47272727272728,6.725353999999999,0.0,5.473636363636364,7.769090909090909,5.6475,7.878333333333335
20.0,12.708333333333334,54.725,8.854828999999999,0.0,9.7675,13.777500000000002,21.0,11.908333333333331,55.633333333333326,8.217153,0.0,7.718333333333334,11.42,22.0,11.127272727272729,57.47272727272728,6.725353999999999,0.0,5.473636363636364,7.769090909090909,23.0,10.466666666666669,58.15833333333333,6.5693827,0.0,5.6475,7.878333333333335,0.0,9.872727272727271,59.60909090909092,5.7599998,0.0,7.613636363636362,11.719090909090909,1.0,9.291666666666666,60.08333333333334,9.72,0.0,7.039166666666667,11.339999999999998,6.749166666666667,10.1075
23.0,10.466666666666669,58.15833333333333,6.5693827,0.0,5.6475,7.878333333333335,0.0,9.872727272727271,59.60909090909092,5.7599998,0.0,7.613636363636362,11.719090909090909,1.0,9.291666666666666,60.08333333333334,9.72,0.0,7.039166666666667,11.339999999999998,2.0,8.933333333333335,60.20833333333334,5.4119864,0.0,6.749166666666667,10.1075,3.0,8.225,63.21666666666667,5.506941,0.0,7.871666666666667,13.393333333333336,4.0,7.658333333333332,67.01666666666667,4.32,0.0,5.710833333333333,8.541666666666666,7.948333333333333,11.751666666666669
2.0,8.933333333333335,60.20833333333334,5.4119864,0.0,6.749166666666667,10.1075,3.0,8.225,63.21666666666667,5.506941,0.0,7.871666666666667,13.393333333333336,4.0,7.658333333333332,67.01666666666667,4.32,0.0,5.710833333333333,8.541666666666666,5.0,7.399999999999999,65.88333333333334,4.553679499999999,0.0,7.948333333333333,11.751666666666669,6.0,7.716666666666666,64.40833333333333,4.1046314,0.0,10.42,16.796666666666667,7.0,8.9,56.66363636363636,1.08,0.0,6.582727272727274,10.342727272727272,7.849166666666665,11.551666666666668
5.0,7.399999999999999,65.88333333333334,4.553679499999999,0.0,7.948333333333333,11.751666666666669,6.0,7.716666666666666,64.40833333333333,4.1046314,0.0,10.42,16.796666666666667,7.0,8.9,56.66363636363636,1.08,0.0,6.582727272727274,10.342727272727272,8.0,10.016666666666667,52.56666666666667,0.0,0.0,7.849166666666665,11.551666666666668,9.0,13.918181818181818,41.3909090909091,0.35999998,0.0,9.325454545454546,13.976363636363637,10.0,17.683333333333334,34.65833333333334,0.8049845,0.0,10.200833333333335,15.823333333333336,7.765833333333333,12.466666666666669
8.0,10.016666666666667,52.56666666666667,0.0,0.0,7.849166666666665,11.551666666666668,9.0,13.918181818181818,41.3909090909091,0.35999998,0.0,9.325454545454546,13.976363636363637,10.0,17.683333333333334,34.65833333333334,0.8049845,0.0,10.200833333333335,15.823333333333336,11.0,23.058333333333334,29.675000000000008,1.1384199,0.0,7.765833333333333,12.466666666666669,12.0,27.26363636363636,24.60909090909091,1.08,0.0,6.648181818181819,9.88090909090909,13.0,27.933333333333334,21.48333333333333,1.5273507,0.0,8.543333333333333,14.056666666666668,5.917272727272728,8.444545454545455
