time,date,weekday,hour,loc,temp_pi,temp_sbs,temp_blue,hum_pi,hum_sbs,hum_blue,PM1_pi,PM2.5_pi,PM10_pi,PM2.5_sbs,PM10_sbs,precip,wind,wind_speed,wind_direction,cloud_cover,pressure,AQI,sunrise,noon,sunset,daylight
2021-03-18 17:00:00+01:00,2021-03-18,3,17,A,25.128571428571433,,4.886313400000001,36.42857142857143,,46.0,4.015714285714286,9.32357142857143,14.962142857142855,,,0.0,,11.119280999999999,60.945395999999995,62.0,,,2021-03-18 06:32:56.209197+01:00,2021-03-18 12:33:56+01:00,2021-03-18 18:35:30.551916+01:00,0 days 12:02:34.342719
2021-03-18 18:00:00+01:00,2021-03-18,3,18,A,24.35,,4.7063136,34.175,,46.0,2.905,8.3525,14.282499999999999,,,0.0,,9.826088,61.55706800000001,100.0,,,2021-03-18 06:32:56.209197+01:00,2021-03-18 12:33:56+01:00,2021-03-18 18:35:30.551916+01:00,0 days 12:02:34.342719
2021-03-18 19:00:00+01:00,2021-03-18,3,19,A,6.480000000000002,,4.4563136,49.98666666666668,,48.0,5.054,11.749333333333334,18.859333333333336,,,0.0,,9.178235,64.440025,100.0,,,2021-03-18 06:32:56.209197+01:00,2021-03-18 12:33:56+01:00,2021-03-18 18:35:30.551916+01:00,0 days 12:02:34.342719
2021-03-18 20:00:00+01:00,2021-03-18,3,20,A,3.066666666666666,,4.0363135,61.09999999999999,,49.0,7.343333333333334,17.540833333333335,28.408333333333335,,,0.0,,7.235910400000001,84.289406,100.0,,,2021-03-18 06:32:56.209197+01:00,2021-03-18 12:33:56+01:00,2021-03-18 18:35:30.551916+01:00,0 days 12:02:34.342719
2021-03-18 21:00:00+01:00,2021-03-18,3,21,A,2.4583333333333335,,3.3563135,66.14166666666667,,56.0,6.6433333333333335,14.654166666666663,23.088333333333335,,,0.0,,6.638072,139.3987,100.0,,,2021-03-18 06:32:56.209197+01:00,2021-03-18 12:33:56+01:00,2021-03-18 18:35:30.551916+01:00,0 days 12:02:34.342719
2021-03-18 22:00:00+01:00,2021-03-18,3,22,A,2.1999999999999997,,2.5863134999999997,67.79166666666666,,63.0,7.280000000000001,14.491666666666669,21.93583333333333,,,0.0,,7.69592,169.2157,73.0,,,2021-03-18 06:32:56.209197+01:00,2021-03-18 12:33:56+01:00,2021-03-18 18:35:30.551916+01:00,0 days 12:02:34.342719
2021-03-18 23:00:00+01:00,2021-03-18,3,23,A,2.0749999999999997,,1.3363135,69.94166666666668,,68.0,6.376666666666666,11.823333333333332,17.340833333333332,,,0.0,,5.815978,201.8014,54.0,,,2021-03-18 06:32:56.209197+01:00,2021-03-18 12:33:56+01:00,2021-03-18 18:35:30.551916+01:00,0 days 12:02:34.342719
2021-03-19 00:00:00+01:00,2021-03-19,4,0,A,2.0500000000000003,,0.30631348,71.79166666666667,,74.0,8.087499999999999,16.17,24.518333333333334,,,0.0,,4.2136917,199.98311,61.0,,,2021-03-19 06:30:55.693496+01:00,2021-03-19 12:33:38+01:00,2021-03-19 18:36:56.117743+01:00,0 days 12:06:00.424247
2021-03-19 01:00:00+01:00,2021-03-19,4,1,A,1.9833333333333332,,-0.23368654,69.81666666666666,,73.0,6.5441666666666665,13.952500000000002,21.710833333333337,,,0.0,,5.7599998,180.0,58.0,,,2021-03-19 06:30:55.693496+01:00,2021-03-19 12:33:38+01:00,2021-03-19 18:36:56.117743+01:00,0 days 12:06:00.424247
2021-03-19 02:00:00+01:00,2021-03-19,4,2,A,1.758333333333333,,-0.4036865,69.58333333333333,,65.0,5.843333333333333,10.430833333333334,15.020833333333334,,,0.0,,4.68,180.0,50.0,,,2021-03-19 06:30:55.693496+01:00,2021-03-19 12:33:38+01:00,2021-03-19 18:36:56.117743+01:00,0 days 12:06:00.424247
2021-03-19 03:00:00+01:00,2021-03-19,4,3,A,1.5166666666666666,,-0.47368649999999995,70.29166666666667,,63.0,4.224166666666666,7.6933333333333325,11.19,,,0.0,,2.968636,194.03624,97.0,,,2021-03-19 06:30:55.693496+01:00,2021-03-19 12:33:38+01:00,2021-03-19 18:36:56.117743+01:00,0 days 12:06:00.424247
2021-03-19 04:00:00+01:00,2021-03-19,4,4,A,1.1,,-0.97368646,71.37500000000001,,65.0,6.135833333333333,12.108333333333334,18.2625,,,0.0,,2.2768397,198.43495,20.0,,,2021-03-19 06:30:55.693496+01:00,2021-03-19 12:33:38+01:00,2021-03-19 18:36:56.117743+01:00,0 days 12:06:00.424247
2021-03-19 05:00:00+01:00,2021-03-19,4,5,A,0.725,,-1.3136865,73.60000000000001,,72.0,6.5975,13.358333333333333,20.36583333333333,,,0.0,,1.08,360.0,26.0,,,2021-03-19 06:30:55.693496+01:00,2021-03-19 12:33:38+01:00,2021-03-19 18:36:56.117743+01:00,0 days 12:06:00.424247
2021-03-19 06:00:00+01:00,2021-03-19,4,6,A,0.36666666666666664,,-1.4836863999999998,74.69166666666668,,72.0,6.256666666666668,12.628333333333336,19.224166666666665,,,0.0,,2.16,89.99999,13.0,,,2021-03-19 06:30:55.693496+01:00,2021-03-19 12:33:38+01:00,2021-03-19 18:36:56.117743+01:00,0 days 12:06:00.424247
2021-03-19 07:00:00+01:00,2021-03-19,4,7,A,0.5333333333333333,,-1.5636865,71.43333333333332,,71.0,4.562499999999999,7.764166666666665,10.910833333333334,,,0.0,,3.096837,125.537674,0.0,,,2021-03-19 06:30:55.693496+01:00,2021-03-19 12:33:38+01:00,2021-03-19 18:36:56.117743+01:00,0 days 12:06:00.424247
2021-03-19 08:00:00+01:00,2021-03-19,4,8,A,1.05,,-1.3336865,70.84999999999998,,69.0,5.960833333333333,10.904166666666667,15.89,,,0.0,,3.096837,125.537674,0.0,,,2021-03-19 06:30:55.693496+01:00,2021-03-19 12:33:38+01:00,2021-03-19 18:36:56.117743+01:00,0 days 12:06:00.424247
2021-03-19 09:00:00+01:00,2021-03-19,4,9,A,1.5666666666666667,,-0.1136865,68.00833333333334,,65.0,5.151666666666666,9.545,13.995000000000003,,,0.0,,2.7416782000000004,66.8014,0.0,,,2021-03-19 06:30:55.693496+01:00,2021-03-19 12:33:38+01:00,2021-03-19 18:36:56.117743+01:00,0 days 12:06:00.424247
2021-03-19 10:00:00+01:00,2021-03-19,4,10,A,3.3833333333333333,,1.5363135,61.86666666666667,,57.0,6.6125,10.843333333333334,14.933333333333332,,,0.0,,7.928177000000001,50.527527,0.0,,,2021-03-19 06:30:55.693496+01:00,2021-03-19 12:33:38+01:00,2021-03-19 18:36:56.117743+01:00,0 days 12:06:00.424247
2021-03-19 11:00:00+01:00,2021-03-19,4,11,A,7.833333333333333,,3.3963134,47.449999999999996,,53.0,7.821666666666666,14.972500000000002,22.284999999999997,,,0.0,,14.007654999999998,64.09348,10.0,,,2021-03-19 06:30:55.693496+01:00,2021-03-19 12:33:38+01:00,2021-03-19 18:36:56.117743+01:00,0 days 12:06:00.424247
2021-03-19 12:00:00+01:00,2021-03-19,4,12,A,12.1,,4.4863133,39.208333333333336,,49.0,8.069166666666666,14.069166666666666,20.02333333333333,,,0.0,,15.2947035,63.43495,10.0,,,2021-03-19 06:30:55.693496+01:00,2021-03-19 12:33:38+01:00,2021-03-19 18:36:56.117743+01:00,0 days 12:06:00.424247
2021-03-19 13:00:00+01:00,2021-03-19,4,13,A,13.733333333333334,,4.7663136,33.21666666666667,,45.0,8.046666666666667,12.9425,17.629166666666666,,,0.0,,16.92383,51.91121,42.0,,,2021-03-19 06:30:55.693496+01:00,2021-03-19 12:33:38+01:00,2021-03-19 18:36:56.117743+01:00,0 days 12:06:00.424247
2021-03-19 14:00:00+01:00,2021-03-19,4,14,A,17.191666666666666,,5.676313400000001,29.791666666666668,,41.0,6.081666666666666,9.771666666666667,13.304999999999998,,,0.0,,14.693999,59.036255000000004,10.0,,,2021-03-19 06:30:55.693496+01:00,2021-03-19 12:33:38+01:00,2021-03-19 18:36:56.117743+01:00,0 days 12:06:00.424247
2021-03-19 15:00:00+01:00,2021-03-19,4,15,A,15.35,,6.1063137,28.325000000000003,,38.0,5.773333333333333,11.236666666666665,16.84333333333333,,,0.0,,14.113651999999998,52.253190000000004,14.0,,,2021-03-19 06:30:55.693496+01:00,2021-03-19 12:33:38+01:00,2021-03-19 18:36:56.117743+01:00,0 days 12:06:00.424247
2021-03-19 16:00:00+01:00,2021-03-19,4,16,A,9.166666666666666,,6.3263135,42.4,,37.0,5.8566666666666665,12.796666666666667,20.096666666666668,,,0.0,,15.349684,39.289413,74.0,,,2021-03-19 06:30:55.693496+01:00,2021-03-19 12:33:38+01:00,2021-03-19 18:36:56.117743+01:00,0 days 12:06:00.424247
2021-03-19 17:00:00+01:00,2021-03-19,4,17,A,5.925000000000001,,5.9363136,60.550000000000004,,40.0,5.448333333333333,8.980833333333333,12.406666666666666,,,0.0,,17.57744,34.992020000000004,66.0,,,2021-03-19 06:30:55.693496+01:00,2021-03-19 12:33:38+01:00,2021-03-19 18:36:56.117743+01:00,0 days 12:06:00.424247
2021-03-19 18:00:00+01:00,2021-03-19,4,18,A,4.8,,4.7663136,63.55833333333334,,57.0,6.352499999999999,10.67,14.892499999999998,,,0.0,,22.077717,24.057343,87.0,,,2021-03-19 06:30:55.693496+01:00,2021-03-19 12:33:38+01:00,2021-03-19 18:36:56.117743+01:00,0 days 12:06:00.424247
2021-03-19 19:00:00+01:00,2021-03-19,4,19,A,3.958333333333334,,3.3863133999999997,69.69166666666668,,73.0,4.670833333333333,9.485833333333334,14.4775,,,0.0,,20.111729,44.274765,100.0,,,2021-03-19 06:30:55.693496+01:00,2021-03-19 12:33:38+01:00,2021-03-19 18:36:56.117743+01:00,0 days 12:06:00.424247
2021-03-19 20:00:00+01:00,2021-03-19,4,20,A,3.733333333333334,,1.4663135,74.59166666666665,,93.0,9.081666666666667,16.833333333333336,24.688333333333333,,,0.3,,17.072504000000002,47.563765999999994,100.0,,,2021-03-19 06:30:55.693496+01:00,2021-03-19 12:33:38+01:00,2021-03-19 18:36:56.117743+01:00,0 days 12:06:00.424247
2021-03-19 21:00:00+01:00,2021-03-19,4,21,A,3.133333333333333,,1.4563135,77.3,,91.0,7.4224999999999985,12.5375,17.55,,,0.5,,25.356370000000002,38.659805,100.0,,,2021-03-19 06:30:55.693496+01:00,2021-03-19 12:33:38+01:00,2021-03-19 18:36:56.117743+01:00,0 days 12:06:00.424247
2021-03-19 22:00:00+01:00,2021-03-19,4,22,A,2.841666666666667,,1.3563135,77.77499999999999,,78.0,8.606666666666667,15.496666666666664,22.415833333333335,,,0.0,,33.636406,47.602554,100.0,,,2021-03-19 06:30:55.693496+01:00,2021-03-19 12:33:38+01:00,2021-03-19 18:36:56.117743+01:00,0 days 12:06:00.424247
2021-03-19 23:00:00+01:00,2021-03-19,4,23,A,2.8666666666666667,,0.7163135,78.22500000000001,,84.0,9.914166666666667,14.434999999999997,18.47583333333333,,,0.0,,24.522314,49.76364,54.0,,,2021-03-19 06:30:55.693496+01:00,2021-03-19 12:33:38+01:00,2021-03-19 18:36:56.117743+01:00,0 days 12:06:00.424247
2021-03-20 00:00:00+01:00,2021-03-20,5,0,A,2.3416666666666663,,-0.06368652,76.85833333333333,,89.0,8.374166666666667,15.541666666666664,22.80583333333333,,,0.0,,20.12461,47.174744,47.0,,,2021-03-20 06:28:55.054794+01:00,2021-03-20 12:33:21+01:00,2021-03-20 18:38:21.531858+01:00,0 days 12:09:26.477064
2021-03-20 01:00:00+01:00,2021-03-20,5,1,A,1.7083333333333333,,-0.9036865,73.325,,91.0,8.895,13.902499999999998,18.621666666666666,,,0.0,,15.7908325,46.847595,53.0,,,2021-03-20 06:28:55.054794+01:00,2021-03-20 12:33:21+01:00,2021-03-20 18:38:21.531858+01:00,0 days 12:09:26.477064
2021-03-20 02:00:00+01:00,2021-03-20,5,2,A,1.4500000000000002,,-1.9236865,75.35833333333333,,89.0,8.228333333333333,16.476666666666667,25.002499999999998,,,0.0,,13.183079999999999,55.007973,21.0,,,2021-03-20 06:28:55.054794+01:00,2021-03-20 12:33:21+01:00,2021-03-20 18:38:21.531858+01:00,0 days 12:09:26.477064
2021-03-20 03:00:00+01:00,2021-03-20,5,3,A,0.9916666666666667,,-2.6136866000000003,73.24999999999999,,91.0,6.718333333333334,14.523333333333333,22.715000000000003,,,0.0,,12.819235,51.842773,39.0,,,2021-03-20 06:28:55.054794+01:00,2021-03-20 12:33:21+01:00,2021-03-20 18:38:21.531858+01:00,0 days 12:09:26.477064
2021-03-20 04:00:00+01:00,2021-03-20,5,4,A,0.20833333333333337,,-2.7536864,74.43333333333334,,88.0,7.680833333333332,13.006666666666668,18.234166666666663,,,0.0,,11.720751,47.489548,4.0,,,2021-03-20 06:28:55.054794+01:00,2021-03-20 12:33:21+01:00,2021-03-20 18:38:21.531858+01:00,0 days 12:09:26.477064
2021-03-20 05:00:00+01:00,2021-03-20,5,5,A,0.08,,-3.0836866,74.91,,86.0,9.555000000000003,16.78,23.972,,,0.0,,10.009036,52.305756,0.0,,,2021-03-20 06:28:55.054794+01:00,2021-03-20 12:33:21+01:00,2021-03-20 18:38:21.531858+01:00,0 days 12:09:26.477064
2021-03-20 06:00:00+01:00,2021-03-20,5,6,A,0.3416666666666666,,-2.6836865000000003,73.65833333333333,,85.0,9.031666666666666,16.8175,24.71833333333333,,,0.0,,6.8777895000000004,42.878890000000006,82.0,,,2021-03-20 06:28:55.054794+01:00,2021-03-20 12:33:21+01:00,2021-03-20 18:38:21.531858+01:00,0 days 12:09:26.477064
2021-03-20 07:00:00+01:00,2021-03-20,5,7,A,0.9250000000000002,,-2.4536865000000003,71.16666666666667,,85.0,7.5925,15.335833333333332,23.35666666666667,,,0.0,,8.699793,24.443954,97.0,,,2021-03-20 06:28:55.054794+01:00,2021-03-20 12:33:21+01:00,2021-03-20 18:38:21.531858+01:00,0 days 12:09:26.477064
2021-03-20 08:00:00+01:00,2021-03-20,5,8,A,1.2583333333333335,,-2.1736865,68.675,,90.0,8.893333333333333,15.854999999999999,22.823333333333327,,,0.0,,17.287498,31.373001000000002,100.0,,,2021-03-20 06:28:55.054794+01:00,2021-03-20 12:33:21+01:00,2021-03-20 18:38:21.531858+01:00,0 days 12:09:26.477064
2021-03-20 09:00:00+01:00,2021-03-20,5,9,A,1.925,,-1.7536863999999999,66.075,,77.0,8.050833333333332,14.262500000000003,20.47083333333333,,,0.0,,34.69847,59.44404,100.0,,,2021-03-20 06:28:55.054794+01:00,2021-03-20 12:33:21+01:00,2021-03-20 18:38:21.531858+01:00,0 days 12:09:26.477064
2021-03-20 10:00:00+01:00,2021-03-20,5,10,A,5.216666666666668,,-1.2636865,54.65833333333333,,68.0,7.709166666666668,14.506666666666666,21.427499999999995,,,0.0,,32.688713,53.50869,100.0,,,2021-03-20 06:28:55.054794+01:00,2021-03-20 12:33:21+01:00,2021-03-20 18:38:21.531858+01:00,0 days 12:09:26.477064
2021-03-20 11:00:00+01:00,2021-03-20,5,11,A,11.833333333333336,,-0.87368643,35.800000000000004,,66.0,5.5975,11.320833333333333,17.2525,,,0.0,,36.43655,60.395540000000004,100.0,,,2021-03-20 06:28:55.054794+01:00,2021-03-20 12:33:21+01:00,2021-03-20 18:38:21.531858+01:00,0 days 12:09:26.477064
2021-03-20 12:00:00+01:00,2021-03-20,5,12,A,10.566666666666666,,-0.6736865,35.258333333333326,,61.0,5.365833333333334,12.005,19.01666666666667,,,0.0,,35.261623,62.650124,86.0,,,2021-03-20 06:28:55.054794+01:00,2021-03-20 12:33:21+01:00,2021-03-20 18:38:21.531858+01:00,0 days 12:09:26.477064
2021-03-20 13:00:00+01:00,2021-03-20,5,13,A,13.07272727272727,,-0.28368649999999995,28.4,,55.0,5.258181818181819,8.614545454545453,11.860909090909091,,,0.0,,35.75436,64.98311,12.0,,,2021-03-20 06:28:55.054794+01:00,2021-03-20 12:33:21+01:00,2021-03-20 18:38:21.531858+01:00,0 days 12:09:26.477064
2021-03-20 14:00:00+01:00,2021-03-20,5,14,A,17.616666666666667,,2.0363135,24.458333333333332,,43.0,4.515000000000001,9.71166666666667,15.161666666666669,,,0.0,,16.075521,55.954063,10.0,,,2021-03-20 06:28:55.054794+01:00,2021-03-20 12:33:21+01:00,2021-03-20 18:38:21.531858+01:00,0 days 12:09:26.477064
2021-03-20 15:00:00+01:00,2021-03-20,5,15,A,12.79090909090909,,2.8163134999999997,28.663636363636364,,39.0,4.6063636363636355,9.09090909090909,13.71,,,0.0,,15.124284,51.766174,12.0,,,2021-03-20 06:28:55.054794+01:00,2021-03-20 12:33:21+01:00,2021-03-20 18:38:21.531858+01:00,0 days 12:09:26.477064
2021-03-20 16:00:00+01:00,2021-03-20,5,16,A,8.125,,3.7263135999999997,34.20833333333333,,36.0,3.500833333333333,6.277500000000001,9.060833333333333,,,0.0,,14.773164000000001,46.97493,42.0,,,2021-03-20 06:28:55.054794+01:00,2021-03-20 12:33:21+01:00,2021-03-20 18:38:21.531858+01:00,0 days 12:09:26.477064
2021-03-20 17:00:00+01:00,2021-03-20,5,17,A,5.8181818181818175,,3.9463136,37.190909090909095,,36.0,2.5009090909090905,4.8572727272727265,7.270000000000001,,,0.0,,15.021104999999999,44.028976,25.0,,,2021-03-20 06:28:55.054794+01:00,2021-03-20 12:33:21+01:00,2021-03-20 18:38:21.531858+01:00,0 days 12:09:26.477064
2021-03-20 18:00:00+01:00,2021-03-20,5,18,A,4.4,,3.7663135999999997,39.958333333333336,,36.0,3.2533333333333334,6.209166666666666,9.225833333333332,,,0.0,,15.7908325,46.847595,1.0,,,2021-03-20 06:28:55.054794+01:00,2021-03-20 12:33:21+01:00,2021-03-20 18:38:21.531858+01:00,0 days 12:09:26.477064
2021-03-20 19:00:00+01:00,2021-03-20,5,19,A,3.8166666666666664,,3.1263134,41.108333333333334,,37.0,3.188333333333333,7.388333333333333,11.844166666666668,,,0.0,,15.778516,55.222168,1.0,,,2021-03-20 06:28:55.054794+01:00,2021-03-20 12:33:21+01:00,2021-03-20 18:38:21.531858+01:00,0 days 12:09:26.477064
2021-03-20 20:00:00+01:00,2021-03-20,5,20,A,3.9249999999999994,,1.5163136000000002,40.64166666666666,,43.0,3.9299999999999997,6.9558333333333335,9.977500000000001,,,0.0,,14.934576999999999,74.62374,0.0,,,2021-03-20 06:28:55.054794+01:00,2021-03-20 12:33:21+01:00,2021-03-20 18:38:21.531858+01:00,0 days 12:09:26.477064
2021-03-20 21:00:00+01:00,2021-03-20,5,21,A,3.8181818181818183,,-0.3436865,40.67272727272728,,51.0,5.740909090909091,11.617272727272727,17.701818181818183,,,0.0,,10.829958999999999,105.42216,0.0,,,2021-03-20 06:28:55.054794+01:00,2021-03-20 12:33:21+01:00,2021-03-20 18:38:21.531858+01:00,0 days 12:09:26.477064
2021-03-20 22:00:00+01:00,2021-03-20,5,22,A,3.7750000000000004,,-1.3236865,42.3,,58.0,5.075833333333333,9.010833333333332,12.945833333333331,,,0.0,,8.707237,150.25511,4.0,,,2021-03-20 06:28:55.054794+01:00,2021-03-20 12:33:21+01:00,2021-03-20 18:38:21.531858+01:00,0 days 12:09:26.477064
2021-03-20 23:00:00+01:00,2021-03-20,5,23,A,3.391666666666667,,-1.4736865,47.65833333333333,,55.0,5.052500000000001,8.519166666666665,11.918333333333335,,,0.0,,9.47012,171.25385,26.0,,,2021-03-20 06:28:55.054794+01:00,2021-03-20 12:33:21+01:00,2021-03-20 18:38:21.531858+01:00,0 days 12:09:26.477064
2021-03-21 00:00:00+01:00,2021-03-21,6,0,A,3.0000000000000004,,-2.0436864,50.36666666666667,,53.0,4.690833333333334,9.298333333333334,14.047500000000001,,,0.0,,7.952659599999999,174.80557,35.0,,,2021-03-21 06:26:54.324075+01:00,2021-03-21 12:33:03+01:00,2021-03-21 18:39:46.803926+01:00,0 days 12:12:52.479851
2021-03-21 01:00:00+01:00,2021-03-21,6,1,A,2.841666666666667,,-2.1636865000000003,51.38333333333333,,52.0,3.7008333333333336,7.991666666666667,12.495833333333332,,,0.0,,5.771239,176.42366,25.0,,,2021-03-21 06:26:54.324075+01:00,2021-03-21 12:33:03+01:00,2021-03-21 18:39:46.803926+01:00,0 days 12:12:52.479851
2021-03-21 02:00:00+01:00,2021-03-21,6,2,A,2.475,,-2.2036865000000003,53.66666666666668,,51.0,4.690833333333335,8.965000000000002,13.329166666666667,,,0.0,,4.3349743,184.76363999999998,38.0,,,2021-03-21 06:26:54.324075+01:00,2021-03-21 12:33:03+01:00,2021-03-21 18:39:46.803926+01:00,0 days 12:12:52.479851
2021-03-21 03:00:00+01:00,2021-03-21,6,3,A,2.6166666666666667,,-2.1636865000000003,51.78333333333333,,50.0,3.8208333333333333,7.841666666666666,12.020833333333334,,,0.0,,3.6,180.0,8.0,,,2021-03-21 06:26:54.324075+01:00,2021-03-21 12:33:03+01:00,2021-03-21 18:39:46.803926+01:00,0 days 12:12:52.479851
2021-03-21 04:00:00+01:00,2021-03-21,6,4,A,2.5833333333333335,,-2.0936866000000003,49.375,,48.0,3.943333333333334,8.698333333333332,13.703333333333333,,,0.0,,2.8799999,180.0,52.0,,,2021-03-21 06:26:54.324075+01:00,2021-03-21 12:33:03+01:00,2021-03-21 18:39:46.803926+01:00,0 days 12:12:52.479851
2021-03-21 05:00:00+01:00,2021-03-21,6,5,A,2.627272727272727,,-2.0136863999999997,48.90909090909091,,48.0,4.377272727272728,8.230909090909092,12.148181818181818,,,0.0,,2.5455842,188.1301,67.0,,,2021-03-21 06:26:54.324075+01:00,2021-03-21 12:33:03+01:00,2021-03-21 18:39:46.803926+01:00,0 days 12:12:52.479851
2021-03-21 06:00:00+01:00,2021-03-21,6,6,A,2.275,,-1.8536866,52.86666666666667,,48.0,4.503333333333333,10.285833333333333,16.41,,,0.0,,2.5959969,213.69006000000002,100.0,,,2021-03-21 06:26:54.324075+01:00,2021-03-21 12:33:03+01:00,2021-03-21 18:39:46.803926+01:00,0 days 12:12:52.479851
2021-03-21 07:00:00+01:00,2021-03-21,6,7,A,2.75,,-1.9536865,51.133333333333326,,51.0,4.0125,8.189166666666667,12.523333333333333,,,0.0,,2.2768397,251.56506000000002,89.0,,,2021-03-21 06:26:54.324075+01:00,2021-03-21 12:33:03+01:00,2021-03-21 18:39:46.803926+01:00,0 days 12:12:52.479851
2021-03-21 08:00:00+01:00,2021-03-21,6,8,A,2.5916666666666663,,-1.8336866000000003,53.18333333333333,,53.0,4.224166666666666,8.360000000000001,12.620833333333332,,,0.0,,2.52,270.0,100.0,,,2021-03-21 06:26:54.324075+01:00,2021-03-21 12:33:03+01:00,2021-03-21 18:39:46.803926+01:00,0 days 12:12:52.479851
2021-03-21 09:00:00+01:00,2021-03-21,6,9,A,2.975000000000001,,-0.41368654,50.9,,46.0,5.319999999999999,11.699166666666668,18.41416666666667,,,0.0,,3.8939953000000003,213.69006000000002,100.0,,,2021-03-21 06:26:54.324075+01:00,2021-03-21 12:33:03+01:00,2021-03-21 18:39:46.803926+01:00,0 days 12:12:52.479851
2021-03-21 10:00:00+01:00,2021-03-21,6,10,A,3.9666666666666655,,1.4063135,45.80833333333333,,32.0,3.8974999999999995,7.404166666666668,10.979999999999999,,,0.0,,6.6087217,209.35776,94.0,,,2021-03-21 06:26:54.324075+01:00,2021-03-21 12:33:03+01:00,2021-03-21 18:39:46.803926+01:00,0 days 12:12:52.479851
2021-03-21 11:00:00+01:00,2021-03-21,6,11,A,4.35,,2.6563133999999997,44.90833333333333,,32.0,4.96,9.866666666666665,14.9275,,,0.0,,6.489992,250.55997000000002,100.0,,,2021-03-21 06:26:54.324075+01:00,2021-03-21 12:33:03+01:00,2021-03-21 18:39:46.803926+01:00,0 days 12:12:52.479851
2021-03-21 12:00:00+01:00,2021-03-21,6,12,A,4.966666666666666,,3.4763135999999997,42.23333333333333,,35.0,5.240833333333333,10.494166666666667,15.924166666666665,,,0.0,,7.69592,259.2157,100.0,,,2021-03-21 06:26:54.324075+01:00,2021-03-21 12:33:03+01:00,2021-03-21 18:39:46.803926+01:00,0 days 12:12:52.479851
2021-03-21 13:00:00+01:00,2021-03-21,6,13,A,4.3500000000000005,,4.0863132,46.166666666666664,,36.0,6.060833333333334,10.940833333333332,15.84666666666667,,,0.0,,10.105681,274.08563,100.0,,,2021-03-21 06:26:54.324075+01:00,2021-03-21 12:33:03+01:00,2021-03-21 18:39:46.803926+01:00,0 days 12:12:52.479851
2021-03-21 14:00:00+01:00,2021-03-21,6,14,A,4.591666666666667,,5.7563133,47.73333333333333,,38.0,4.206666666666667,7.245833333333334,10.249999999999998,,,0.0,,9.36,270.0,100.0,,,2021-03-21 06:26:54.324075+01:00,2021-03-21 12:33:03+01:00,2021-03-21 18:39:46.803926+01:00,0 days 12:12:52.479851
2021-03-21 15:00:00+01:00,2021-03-21,6,15,A,4.741666666666666,,6.7563133,48.300000000000004,,40.0,4.543333333333334,8.2675,12.021666666666667,,,0.0,,9.726664999999999,267.8789,100.0,,,2021-03-21 06:26:54.324075+01:00,2021-03-21 12:33:03+01:00,2021-03-21 18:39:46.803926+01:00,0 days 12:12:52.479851
2021-03-21 16:00:00+01:00,2021-03-21,6,16,A,5.108333333333333,,6.7763133,49.65833333333333,,44.0,5.3883333333333345,9.5575,13.72,,,0.0,,12.324413999999999,263.29016,100.0,,,2021-03-21 06:26:54.324075+01:00,2021-03-21 12:33:03+01:00,2021-03-21 18:39:46.803926+01:00,0 days 12:12:52.479851
2021-03-21 17:00:00+01:00,2021-03-21,6,17,A,5.058333333333334,,6.7463136,50.525,,48.0,4.560833333333333,7.745833333333333,10.873333333333333,,,0.0,,13.797912,262.50415,100.0,,,2021-03-21 06:26:54.324075+01:00,2021-03-21 12:33:03+01:00,2021-03-21 18:39:46.803926+01:00,0 days 12:12:52.479851
2021-03-21 18:00:00+01:00,2021-03-21,6,18,A,4.925,,5.5063133,52.166666666666664,,57.0,5.2058333333333335,8.944166666666668,12.6325,,,0.0,,15.696164999999999,233.39292999999998,100.0,,,2021-03-21 06:26:54.324075+01:00,2021-03-21 12:33:03+01:00,2021-03-21 18:39:46.803926+01:00,0 days 12:12:52.479851
2021-03-21 19:00:00+01:00,2021-03-21,6,19,A,4.736363636363637,,3.7263135999999997,56.963636363636354,,71.0,5.237272727272727,9.185454545454546,13.113636363636363,,,0.0,,17.49615,216.63412000000002,100.0,,,2021-03-21 06:26:54.324075+01:00,2021-03-21 12:33:03+01:00,2021-03-21 18:39:46.803926+01:00,0 days 12:12:52.479851
2021-03-21 20:00:00+01:00,2021-03-21,6,20,A,4.6000000000000005,,3.4363136,61.04999999999999,,70.0,4.948333333333333,10.415833333333333,16.128333333333334,,,0.0,,16.575644,214.38034,16.0,,,2021-03-21 06:26:54.324075+01:00,2021-03-21 12:33:03+01:00,2021-03-21 18:39:46.803926+01:00,0 days 12:12:52.479851
2021-03-21 21:00:00+01:00,2021-03-21,6,21,A,4.533333333333334,,2.7763134999999997,62.10833333333334,,68.0,6.310000000000001,11.678333333333335,17.11583333333333,,,0.0,,17.786331,215.94211,100.0,,,2021-03-21 06:26:54.324075+01:00,2021-03-21 12:33:03+01:00,2021-03-21 18:39:46.803926+01:00,0 days 12:12:52.479851
2021-03-21 22:00:00+01:00,2021-03-21,6,22,A,4.591666666666667,,1.9163134999999998,61.69166666666666,,81.0,4.716666666666666,10.135833333333336,15.815833333333332,,,0.1,,17.713316,217.56859,100.0,,,2021-03-21 06:26:54.324075+01:00,2021-03-21 12:33:03+01:00,2021-03-21 18:39:46.803926+01:00,0 days 12:12:52.479851
